Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
SP40008,E02,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),0.625,m,2,5
SP40008,E03,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),0.625,m,3,5
SP40008,E04,Aminopterin Dihydrate,Aminopterin Dihydrate,0.625,m,4,5
SP40008,E05,Methotrexate,Methotrexate,0.625,m,5,5
SP40008,E06,Methyl Methane Sulfonate,Methyl Methane Sulfonate,0.625,m,6,5
SP40008,E07,Melphalan (NSC-8806),Melphalan (NSC-8806),0.625,m,7,5
SP40008,E08,Arabinofuranosylcytosine,Arabinofuranosylcytosine,0.625,m,8,5
SP40008,E09,Hydroxyurea,Hydroxyurea,0.625,m,9,5
SP40008,E10,5-Fluorouracil,5-Fluorouracil,0.625,m,10,5
SP40008,E11,Phleomycin,Phleomycin,0.625,m,11,5
SP40008,E13,Cisplatin,Cisplatin,0.625,m,13,5
SP40008,E14,Ellipticine,Ellipticine,0.625,m,14,5
SP40008,E15,Actinomycin D,Actinomycin D,0.625,m,15,5
SP40008,E16,Camptothecin,Camptothecin,0.625,m,16,5
SP40008,E18,Streptozocin,Streptozocin,0.625,m,18,5
SP40008,E19,Tunicamycin,Tunicamycin,0.3125,m,19,5
SP40008,E20,Sodium Butyrate,Sodium Butyrate,0.625,m,20,5
SP40008,E21,Trichostatin A,Trichostatin A,0.625,m,21,5
SP40008,E22,Valproic Acid,Valproic Acid,0.625,m,22,5
SP40008,E23,Sodium Orthovanadate,Sodium Orthovanadate,0.625,m,23,5
SP40008,E24,Splitomicin,Splitomicin,0.625,m,24,5
SP40008,F02,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),0.3125,m,2,6
SP40008,F03,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),0.3125,m,3,6
SP40008,F04,Aminopterin Dihydrate,Aminopterin Dihydrate,0.3125,m,4,6
SP40008,F05,Methotrexate,Methotrexate,0.3125,m,5,6
SP40008,F06,Methyl Methane Sulfonate,Methyl Methane Sulfonate,0.3125,m,6,6
SP40008,F07,Melphalan (NSC-8806),Melphalan (NSC-8806),0.3125,m,7,6
SP40008,F08,Arabinofuranosylcytosine,Arabinofuranosylcytosine,0.3125,m,8,6
SP40008,F09,Hydroxyurea,Hydroxyurea,0.3125,m,9,6
SP40008,F10,5-Fluorouracil,5-Fluorouracil,0.3125,m,10,6
SP40008,F11,Phleomycin,Phleomycin,0.3125,m,11,6
SP40008,F13,Cisplatin,Cisplatin,0.3125,m,13,6
SP40008,F14,Ellipticine,Ellipticine,0.3125,m,14,6
SP40008,F15,Actinomycin D,Actinomycin D,0.3125,m,15,6
SP40008,F16,Camptothecin,Camptothecin,0.3125,m,16,6
SP40008,F18,Streptozocin,Streptozocin,0.3125,m,18,6
SP40008,F19,Tunicamycin,Tunicamycin,0.15625,m,19,6
SP40008,F20,Sodium Butyrate,Sodium Butyrate,0.3125,m,20,6
SP40008,F21,Trichostatin A,Trichostatin A,0.3125,m,21,6
SP40008,F22,Valproic Acid,Valproic Acid,0.3125,m,22,6
SP40008,F23,Sodium Orthovanadate,Sodium Orthovanadate,0.3125,m,23,6
SP40008,F24,Splitomicin,Splitomicin,0.3125,m,24,6
SP40008,G02,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),0.15625,m,2,7
SP40008,G03,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),0.15625,m,3,7
SP40008,G04,Aminopterin Dihydrate,Aminopterin Dihydrate,0.15625,m,4,7
SP40008,G05,Methotrexate,Methotrexate,0.15625,m,5,7
SP40008,G06,Methyl Methane Sulfonate,Methyl Methane Sulfonate,0.15625,m,6,7
SP40008,G07,Melphalan (NSC-8806),Melphalan (NSC-8806),0.15625,m,7,7
SP40008,G08,Arabinofuranosylcytosine,Arabinofuranosylcytosine,0.15625,m,8,7
SP40008,G09,Hydroxyurea,Hydroxyurea,0.15625,m,9,7
SP40008,G10,5-Fluorouracil,5-Fluorouracil,0.15625,m,10,7
SP40008,G11,Phleomycin,Phleomycin,0.15625,m,11,7
SP40008,G13,Cisplatin,Cisplatin,0.15625,m,13,7
SP40008,G14,Ellipticine,Ellipticine,0.15625,m,14,7
SP40008,G15,Actinomycin D,Actinomycin D,0.15625,m,15,7
SP40008,G16,Camptothecin,Camptothecin,0.15625,m,16,7
SP40008,G18,Streptozocin,Streptozocin,0.15625,m,18,7
SP40008,G19,Tunicamycin,Tunicamycin,0.078125,m,19,7
SP40008,G20,Sodium Butyrate,Sodium Butyrate,0.15625,m,20,7
SP40008,G21,Trichostatin A,Trichostatin A,0.15625,m,21,7
SP40008,G22,Valproic Acid,Valproic Acid,0.15625,m,22,7
SP40008,G23,Sodium Orthovanadate,Sodium Orthovanadate,0.15625,m,23,7
SP40008,G24,Splitomicin,Splitomicin,0.15625,m,24,7
SP40008,H02,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),0.078125,m,2,8
SP40008,H03,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),0.078125,m,3,8
SP40008,H04,Aminopterin Dihydrate,Aminopterin Dihydrate,0.078125,m,4,8
SP40008,H05,Methotrexate,Methotrexate,0.078125,m,5,8
SP40008,H06,Methyl Methane Sulfonate,Methyl Methane Sulfonate,0.078125,m,6,8
SP40008,H07,Melphalan (NSC-8806),Melphalan (NSC-8806),0.078125,m,7,8
SP40008,H08,Arabinofuranosylcytosine,Arabinofuranosylcytosine,0.078125,m,8,8
SP40008,H09,Hydroxyurea,Hydroxyurea,0.078125,m,9,8
SP40008,H10,5-Fluorouracil,5-Fluorouracil,0.078125,m,10,8
SP40008,H11,Phleomycin,Phleomycin,0.078125,m,11,8
SP40008,H13,Cisplatin,Cisplatin,0.078125,m,13,8
SP40008,H14,Ellipticine,Ellipticine,0.078125,m,14,8
SP40008,H15,Actinomycin D,Actinomycin D,0.078125,m,15,8
SP40008,H16,Camptothecin,Camptothecin,0.078125,m,16,8
SP40008,H18,Streptozocin,Streptozocin,0.078125,m,18,8
SP40008,H19,Tunicamycin,Tunicamycin,0.0390625,m,19,8
SP40008,H20,Sodium Butyrate,Sodium Butyrate,0.078125,m,20,8
SP40008,H21,Trichostatin A,Trichostatin A,0.078125,m,21,8
SP40008,H22,Valproic Acid,Valproic Acid,0.078125,m,22,8
SP40008,H23,Sodium Orthovanadate,Sodium Orthovanadate,0.078125,m,23,8
SP40008,H24,Splitomicin,Splitomicin,0.078125,m,24,8
SP40008,I02,Splitomicin,Splitomicin,10,m,2,9
SP40008,I03,Sodium Orthovanadate,Sodium Orthovanadate,10,m,3,9
SP40008,I04,Valproic Acid,Valproic Acid,10,m,4,9
SP40008,I05,Trichostatin A,Trichostatin A,10,m,5,9
SP40008,I06,Sodium Butyrate,Sodium Butyrate,10,m,6,9
SP40008,I07,Tunicamycin,Tunicamycin,5,m,7,9
SP40008,I08,Streptozocin,Streptozocin,10,m,8,9
SP40008,I10,Camptothecin,Camptothecin,10,m,10,9
SP40008,I11,Actinomycin D,Actinomycin D,10,m,11,9
SP40008,I13,Ellipticine,Ellipticine,10,m,13,9
SP40008,I14,Cisplatin,Cisplatin,10,m,14,9
SP40008,I15,Phleomycin,Phleomycin,10,m,15,9
SP40008,I16,5-Fluorouracil,5-Fluorouracil,10,m,16,9
SP40008,I17,Hydroxyurea,Hydroxyurea,10,m,17,9
SP40008,I18,Arabinofuranosylcytosine,Arabinofuranosylcytosine,10,m,18,9
SP40008,I19,Melphalan (NSC-8806),Melphalan (NSC-8806),10,m,19,9
SP40008,I20,Methyl Methane Sulfonate,Methyl Methane Sulfonate,10,m,20,9
SP40008,I21,Methotrexate,Methotrexate,10,m,21,9
SP40008,I22,Aminopterin Dihydrate,Aminopterin Dihydrate,10,m,22,9
SP40008,I23,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),10,m,23,9
SP40008,I24,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),10,m,24,9
SP40008,J02,Splitomicin,Splitomicin,5,m,2,10
SP40008,J03,Sodium Orthovanadate,Sodium Orthovanadate,5,m,3,10
SP40008,J04,Valproic Acid,Valproic Acid,5,m,4,10
SP40008,J05,Trichostatin A,Trichostatin A,5,m,5,10
SP40008,J06,Sodium Butyrate,Sodium Butyrate,5,m,6,10
SP40008,J07,Tunicamycin,Tunicamycin,2.5,m,7,10
SP40008,J08,Streptozocin,Streptozocin,5,m,8,10
SP40008,J10,Camptothecin,Camptothecin,5,m,10,10
SP40008,J11,Actinomycin D,Actinomycin D,5,m,11,10
SP40008,J13,Ellipticine,Ellipticine,5,m,13,10
SP40008,J14,Cisplatin,Cisplatin,5,m,14,10
SP40008,J15,Phleomycin,Phleomycin,5,m,15,10
SP40008,J16,5-Fluorouracil,5-Fluorouracil,5,m,16,10
SP40008,J17,Hydroxyurea,Hydroxyurea,5,m,17,10
SP40008,J18,Arabinofuranosylcytosine,Arabinofuranosylcytosine,5,m,18,10
SP40008,J19,Melphalan (NSC-8806),Melphalan (NSC-8806),5,m,19,10
SP40008,J20,Methyl Methane Sulfonate,Methyl Methane Sulfonate,5,m,20,10
SP40008,J21,Methotrexate,Methotrexate,5,m,21,10
SP40008,J22,Aminopterin Dihydrate,Aminopterin Dihydrate,5,m,22,10
SP40008,J23,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),5,m,23,10
SP40008,J24,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),5,m,24,10
SP40008,K02,Splitomicin,Splitomicin,2.5,m,2,11
SP40008,K03,Sodium Orthovanadate,Sodium Orthovanadate,2.5,m,3,11
SP40008,K04,Valproic Acid,Valproic Acid,2.5,m,4,11
SP40008,K05,Trichostatin A,Trichostatin A,2.5,m,5,11
SP40008,K06,Sodium Butyrate,Sodium Butyrate,2.5,m,6,11
SP40008,K07,Tunicamycin,Tunicamycin,1.25,m,7,11
SP40008,K08,Streptozocin,Streptozocin,2.5,m,8,11
SP40008,K10,Camptothecin,Camptothecin,2.5,m,10,11
SP40008,K11,Actinomycin D,Actinomycin D,2.5,m,11,11
SP40008,K13,Ellipticine,Ellipticine,2.5,m,13,11
SP40008,K14,Cisplatin,Cisplatin,2.5,m,14,11
SP40008,K15,Phleomycin,Phleomycin,2.5,m,15,11
SP40008,K16,5-Fluorouracil,5-Fluorouracil,2.5,m,16,11
SP40008,K17,Hydroxyurea,Hydroxyurea,2.5,m,17,11
SP40008,K18,Arabinofuranosylcytosine,Arabinofuranosylcytosine,2.5,m,18,11
SP40008,K19,Melphalan (NSC-8806),Melphalan (NSC-8806),2.5,m,19,11
SP40008,K20,Methyl Methane Sulfonate,Methyl Methane Sulfonate,2.5,m,20,11
SP40008,K21,Methotrexate,Methotrexate,2.5,m,21,11
SP40008,K22,Aminopterin Dihydrate,Aminopterin Dihydrate,2.5,m,22,11
SP40008,K23,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),2.5,m,23,11
SP40008,K24,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),2.5,m,24,11
SP40008,L02,Splitomicin,Splitomicin,1.25,m,2,12
SP40008,L03,Sodium Orthovanadate,Sodium Orthovanadate,1.25,m,3,12
SP40008,L04,Valproic Acid,Valproic Acid,1.25,m,4,12
SP40008,L05,Trichostatin A,Trichostatin A,1.25,m,5,12
SP40008,L06,Sodium Butyrate,Sodium Butyrate,1.25,m,6,12
SP40008,L07,Tunicamycin,Tunicamycin,0.625,m,7,12
SP40008,L08,Streptozocin,Streptozocin,1.25,m,8,12
SP40008,L10,Camptothecin,Camptothecin,1.25,m,10,12
SP40008,L11,Actinomycin D,Actinomycin D,1.25,m,11,12
SP40008,L13,Ellipticine,Ellipticine,1.25,m,13,12
SP40008,L14,Cisplatin,Cisplatin,1.25,m,14,12
SP40008,L15,Phleomycin,Phleomycin,1.25,m,15,12
SP40008,L16,5-Fluorouracil,5-Fluorouracil,1.25,m,16,12
SP40008,L17,Hydroxyurea,Hydroxyurea,1.25,m,17,12
SP40008,L18,Arabinofuranosylcytosine,Arabinofuranosylcytosine,1.25,m,18,12
SP40008,L19,Melphalan (NSC-8806),Melphalan (NSC-8806),1.25,m,19,12
SP40008,L20,Methyl Methane Sulfonate,Methyl Methane Sulfonate,1.25,m,20,12
SP40008,L21,Methotrexate,Methotrexate,1.25,m,21,12
SP40008,L22,Aminopterin Dihydrate,Aminopterin Dihydrate,1.25,m,22,12
SP40008,L23,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),1.25,m,23,12
SP40008,L24,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),1.25,m,24,12
SP40008,M02,Splitomicin,Splitomicin,0.625,m,2,13
SP40008,M03,Sodium Orthovanadate,Sodium Orthovanadate,0.625,m,3,13
SP40008,M04,Valproic Acid,Valproic Acid,0.625,m,4,13
SP40008,M05,Trichostatin A,Trichostatin A,0.625,m,5,13
SP40008,M06,Sodium Butyrate,Sodium Butyrate,0.625,m,6,13
SP40008,M07,Tunicamycin,Tunicamycin,0.3125,m,7,13
SP40008,M08,Streptozocin,Streptozocin,0.625,m,8,13
SP40008,M10,Camptothecin,Camptothecin,0.625,m,10,13
SP40008,M11,Actinomycin D,Actinomycin D,0.625,m,11,13
SP40008,M13,Ellipticine,Ellipticine,0.625,m,13,13
SP40008,M14,Cisplatin,Cisplatin,0.625,m,14,13
SP40008,M15,Phleomycin,Phleomycin,0.625,m,15,13
SP40008,M16,5-Fluorouracil,5-Fluorouracil,0.625,m,16,13
SP40008,M17,Hydroxyurea,Hydroxyurea,0.625,m,17,13
SP40008,M18,Arabinofuranosylcytosine,Arabinofuranosylcytosine,0.625,m,18,13
SP40008,M19,Melphalan (NSC-8806),Melphalan (NSC-8806),0.625,m,19,13
SP40008,M20,Methyl Methane Sulfonate,Methyl Methane Sulfonate,0.625,m,20,13
SP40008,M21,Methotrexate,Methotrexate,0.625,m,21,13
SP40008,M22,Aminopterin Dihydrate,Aminopterin Dihydrate,0.625,m,22,13
SP40008,M23,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),0.625,m,23,13
SP40008,M24,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),0.625,m,24,13
SP40008,N02,Splitomicin,Splitomicin,0.3125,m,2,14
SP40008,N03,Sodium Orthovanadate,Sodium Orthovanadate,0.3125,m,3,14
SP40008,N04,Valproic Acid,Valproic Acid,0.3125,m,4,14
SP40008,N05,Trichostatin A,Trichostatin A,0.3125,m,5,14
SP40008,N06,Sodium Butyrate,Sodium Butyrate,0.3125,m,6,14
SP40008,N07,Tunicamycin,Tunicamycin,0.15625,m,7,14
SP40008,N08,Streptozocin,Streptozocin,0.3125,m,8,14
SP40008,N10,Camptothecin,Camptothecin,0.3125,m,10,14
SP40008,N11,Actinomycin D,Actinomycin D,0.3125,m,11,14
SP40008,N13,Ellipticine,Ellipticine,0.3125,m,13,14
SP40008,N14,Cisplatin,Cisplatin,0.3125,m,14,14
SP40008,N15,Phleomycin,Phleomycin,0.3125,m,15,14
SP40008,N16,5-Fluorouracil,5-Fluorouracil,0.3125,m,16,14
SP40008,N17,Hydroxyurea,Hydroxyurea,0.3125,m,17,14
SP40008,N18,Arabinofuranosylcytosine,Arabinofuranosylcytosine,0.3125,m,18,14
SP40008,N19,Melphalan (NSC-8806),Melphalan (NSC-8806),0.3125,m,19,14
SP40008,N20,Methyl Methane Sulfonate,Methyl Methane Sulfonate,0.3125,m,20,14
SP40008,N21,Methotrexate,Methotrexate,0.3125,m,21,14
SP40008,N22,Aminopterin Dihydrate,Aminopterin Dihydrate,0.3125,m,22,14
SP40008,N23,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),0.3125,m,23,14
SP40008,N24,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),0.3125,m,24,14
SP40008,O02,Splitomicin,Splitomicin,0.15625,m,2,15
SP40008,O03,Sodium Orthovanadate,Sodium Orthovanadate,0.15625,m,3,15
SP40008,O04,Valproic Acid,Valproic Acid,0.15625,m,4,15
SP40008,O05,Trichostatin A,Trichostatin A,0.15625,m,5,15
SP40008,O06,Sodium Butyrate,Sodium Butyrate,0.15625,m,6,15
SP40008,O07,Tunicamycin,Tunicamycin,0.078125,m,7,15
SP40008,O08,Streptozocin,Streptozocin,0.15625,m,8,15
SP40008,O10,Camptothecin,Camptothecin,0.15625,m,10,15
SP40008,O11,Actinomycin D,Actinomycin D,0.15625,m,11,15
SP40008,O13,Ellipticine,Ellipticine,0.15625,m,13,15
SP40008,O14,Cisplatin,Cisplatin,0.15625,m,14,15
SP40008,O15,Phleomycin,Phleomycin,0.15625,m,15,15
SP40008,O16,5-Fluorouracil,5-Fluorouracil,0.15625,m,16,15
SP40008,O17,Hydroxyurea,Hydroxyurea,0.15625,m,17,15
SP40008,O18,Arabinofuranosylcytosine,Arabinofuranosylcytosine,0.15625,m,18,15
SP40008,O19,Melphalan (NSC-8806),Melphalan (NSC-8806),0.15625,m,19,15
SP40008,O20,Methyl Methane Sulfonate,Methyl Methane Sulfonate,0.15625,m,20,15
SP40008,O21,Methotrexate,Methotrexate,0.15625,m,21,15
SP40008,O22,Aminopterin Dihydrate,Aminopterin Dihydrate,0.15625,m,22,15
SP40008,O23,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),0.15625,m,23,15
SP40008,O24,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),0.15625,m,24,15
SP40008,P02,Splitomicin,Splitomicin,0.078125,m,2,16
SP40008,P03,Sodium Orthovanadate,Sodium Orthovanadate,0.078125,m,3,16
SP40008,P04,Valproic Acid,Valproic Acid,0.078125,m,4,16
SP40008,P05,Trichostatin A,Trichostatin A,0.078125,m,5,16
SP40008,P06,Sodium Butyrate,Sodium Butyrate,0.078125,m,6,16
SP40008,P07,Tunicamycin,Tunicamycin,0.0390625,m,7,16
SP40008,P08,Streptozocin,Streptozocin,0.078125,m,8,16
SP40008,P10,Camptothecin,Camptothecin,0.078125,m,10,16
SP40008,P11,Actinomycin D,Actinomycin D,0.078125,m,11,16
SP40008,P13,Ellipticine,Ellipticine,0.078125,m,13,16
SP40008,P14,Cisplatin,Cisplatin,0.078125,m,14,16
SP40008,P15,Phleomycin,Phleomycin,0.078125,m,15,16
SP40008,P16,5-Fluorouracil,5-Fluorouracil,0.078125,m,16,16
SP40008,P17,Hydroxyurea,Hydroxyurea,0.078125,m,17,16
SP40008,P18,Arabinofuranosylcytosine,Arabinofuranosylcytosine,0.078125,m,18,16
SP40008,P19,Melphalan (NSC-8806),Melphalan (NSC-8806),0.078125,m,19,16
SP40008,P20,Methyl Methane Sulfonate,Methyl Methane Sulfonate,0.078125,m,20,16
SP40008,P21,Methotrexate,Methotrexate,0.078125,m,21,16
SP40008,P22,Aminopterin Dihydrate,Aminopterin Dihydrate,0.078125,m,22,16
SP40008,P23,Tamoxilog (NSC-670224),Tamoxilog (NSC-670224),0.078125,m,23,16
SP40008,P24,Tamoxifen (NSC-180973),Tamoxifen (NSC-180973),0.078125,m,24,16
