384 Plate ID,Plate Map,Well,Human Readable Name,CatNumber,MoleculeID,Concentration,Unit,Well X,Well Y,Barcode,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,,Library
SelleckChem002,SP0136-A,A13,TWS119,S1590,SW219785-1,10,m,13,1,192962115,318.33,601514-19-6,free base,GSK-3,TWS119 is a GSK-3_ inhibitor with IC50 of 30 nM; capable of inducing neuronal differentiation and may be useful to stem cell biology.,C1=CC=C(C=C1O)OC2=NC=NC3=C2C=C(N3)C4=CC=CC(=C4)N,201,http://www.selleckchem.com/products/TWS119.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A14,Terbinafine(Lamisil; Terbinex),S1725,SW197656-3,10,m,14,1,192926353,291.43,91161-71-6,free base,Others,Terbinafine(Lamisil; Terbinex) is used to treat infections caused by a fungus. It works by killing the fungus or preventing its growth.,C1=CC=C2C(=C1)C(=CC=C2)CN(C)C/C=C/C#CC(C)(C)C,199,http://www.selleckchem.com/products/Terbinafine(Lamisil).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A15,Rizatriptan Benzoate(Maxalt),S1607,SW197669-2,10,m,15,1,192905078,391.47,145202-66-0,benzoate,5-HT Receptor,Rizatriptan Benzoate(Maxalt) is a 5-HT1 agonist triptan drug for the treatment of migraine headaches.,C1(=CC(=CC2=C1NC=C2CCN(C)C)CN3C=NC=N3).C4=CC(=CC=C4)C(O)=O,51,http://www.selleckchem.com/products/Rizatriptan-Benzoate(Maxalt).html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A16,Methocarbamol(Robaxin),S1736,SW196781-3,10,m,16,1,192884197,241.24,532-03-6,free base,Others,Methocarbamol(Robaxin) is a central muscle relaxant used to treat skeletal muscle spasms.,C1=CC=CC(=C1OC)OCC(O)COC(N)=O,198,http://www.selleckchem.com/products/Methocarbamol(Robaxin).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A17,Sulfameter(Bayrena),S1618,SW197118-3,10,m,17,1,192896320,280.3,651-06-9,free base,Others,Sulfameter(Bayrena) is a long-acting sulfonamide antibacterial.,C1(=CC=C(C=C1)S(NC2=NC=C(C=N2)OC)(=O)=O)N,199,http://www.selleckchem.com/products/Sulfameter(Bayrena).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A18,Nicotinic Acid,S1744,SW197229-3,10,m,18,1,192873979,123.11,59-67-6,free base,Others,Nicotinic Acid is a water-soluble vitamin belonging to the vitamin B family.,C1=CN=CC(=C1)C(=O)O,203,http://www.selleckchem.com/products/Niacin(Nicotinic-acid).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A19,Triamcinolone Acetonide,S1628,SW219985-1,10,m,19,1,194472412,434.5,76-25-5,free base,Others,Triamcinolone Acetonide is a more potent type of triamcinolone; being about 8 times as effective as prednisone.  ,C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](C[C@H]3O)([C@@]5([C@@H](C4)OC(O5)(C)C)C(CO)=O)C)[H])[H])F)C)=O,200,http://www.selleckchem.com/products/Triamcinolone-Acetonide.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A20,Pyrazinamide,S1762,SW196945-3,10,m,20,1,192926538,123.11,98-96-4,free base,Others,Pyrazinamide is an agent used to treat tuberculosis.,C1=CN=CC(=N1)C(=O)N,203,http://www.selleckchem.com/products/Pyrazinamide(Pyrazinoic-acid-amide).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A21,Amprenavir,S1639,SW219687-1,10,m,21,1,192898389,505.63,161814-49-9,free base,HIV Protease,Amprenavir is an HIV protease inhibitor with IC50 of 14.6 ng/mL in wild-type HIV isolates.,C1=C(C=CC(=C1)S(N(C[C@H]([C@@H](NC(O[C@@H]2COCC2)=O)CC3=CC=CC=C3)O)CC(C)C)(=O)=O)N,31,http://www.selleckchem.com/products/Amprenavir-(Agenerase).html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,A22,Toremifene Citrate,S1776,SW197702-3,10,m,22,1,194475389,598.08,89778-27-8,citrate,Estrogen/progestogen Receptor,Toremifene Citrate is an oral selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen in the body.,C1(=C(C=CC(=C1)/C(C2=CC=CC=C2)=C(\C3=CC=CC=C3)CCCl)OCCN(C)C).OC(CC(CC(=O)O)(C(=O)O)O)=O,200,www.selleckchem.com/products/Toremifene-Citrate(Fareston).html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B03,Acyclovir,S1807,SW196324-3,10,m,3,2,192871001,225.2,59277-89-3,free base,Others,Acyclovir is a synthetic nucleoside analogue active against herpesviruses.,OCCOCN1C2=C(N=C1)C(NC(=N2)N)=O,199,http://www.selleckchem.com/products/Acyclovir(Aciclovir).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B04,Mometasone furoate,S1987,SW219973-1,10,m,4,2,192870658,521.43,83919-23-7,furoate,Others,Mometasone furoate is a glucocorticosteroid used topically to reduce inflammation of the skin or in the airways.,C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](C[C@H]3O)([C@@]([C@@H](C4)C)(C(CCl)=O)OC(=O)C5=CC=CO5)C)[H])[H])Cl)C)=O,11,http://www.selleckchem.com/products/mometasone-furoate.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B05,Proparacaine HCl,S1828,SW197338-3,10,m,5,2,192927416,330.85,5875-06-9,hydrochloride,Sodium Channel,Proparacaine HCl is a voltage-gated sodium channels antagonist with ED50 of 3.4 mM.,C1(=C(C=CC(=C1)C(OCCN(CC)CC)=O)OCCC)N.Cl,36,http://www.selleckchem.com/products/proparacaine-hcl.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B06,Sulindac (Clinoril),S2007,SW219748-1,10,m,6,2,192871910,356.41,38194-50-2,free base,Others,Sulindac (Clinoril) is a non-steroidal anti-inflammatory agent of the arylalkanoic acid class.,C1=CC(=CC=C1/C=C2\C3=C(C(=C2C)CC(=O)O)C=C(C=C3)F)S(C)=O,199,http://www.selleckchem.com/products/Sulindac(Clinoril).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B07,Chloroxine,S1839,SW198618-2,10,m,7,2,192883184,214.05,773-76-2,free base,Others,Chloroxine is a synthetic antibacterial compound that is effective in the treatment of dandruff and seborrheic dermatitis when incorporated in a shampoo.,C1=C(C2=C(C(=C1Cl)O)N=CC=C2)Cl,200,http://www.selleckchem.com/products/Chloroxine.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B08,Formoterol hemifumarate,S2020,SW199659-2,10,m,8,2,192953935,402.4,43229-80-7,fumarate,Adrenergic Receptor,Formoterol hemifumarate is a potent; selective and long-acting _2-adrenoceptor agonist to _2 and _1 receptors with pKd of 8.12 and 5.58; respectively.,OC(/C=C/C(O)=O)=O.C1(=C(C=CC(=C1)C[C@@H](NC[C@H](C2=CC=C(C(=C2)NC=O)O)O)C)OC).C3=C(C=CC(=C3)C[C@@H](NC[C@H](C4=CC=C(C(=C4)NC=O)O)O)C)OC,243,http://www.selleckchem.com/products/formoterol-hemifumarate.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B09,Pefloxacin mesylate,S1855,SW197608-3,10,m,9,2,192883949,429.46,70458-95-6,mesylate,Others,Pefloxacin mesylate is a synthetic chemotherapeutic agent and an antibacterial agent with IC50 of 6.7 nM.,C1(=C(C=C2C(=C1)C(C(=CN2CC)C(=O)O)=O)N3CCN(CC3)C)F.S(C)(=O)(=O)O,32,http://www.selleckchem.com/products/pefloxacin-mesylate.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B10,Fenticonazole nitrate,S2031,SW219219-1,10,m,10,2,192871646,518.41,73151-29-8,nitrate,Others,Fenticonazole nitrate is an azole antifungal agent.,C(OCC1=CC=C(C=C1)SC2=CC=CC=C2)(C3=CC=C(C=C3Cl)Cl)CN4(C=CN=C4).[N+]([O-])(=O)O,200,http://www.selleckchem.com/products/fenticonazole-nitrate.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B11,Roxatidine Acetate HCl,S1880,SW197646-3,10,m,11,2,192901322,384.9,93793-83-0,hydrochloride,Histamine Receptor,Roxatidine Acetate HCl is a specific and competitive histamin H2-receptor antagonist; with IC50 of 3.2 _M; inhibits gastric acid secretion and ulcer formation.,C(C1=CC(=CC=C1)OCCCNC(COC(C)=O)=O)N2(CCCCC2).Cl,200,http://www.selleckchem.com/products/roxatidine-acetate-hcl.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B12,Cyproterone acetate,S2042,SW219142-1,10,m,12,2,192948844,416.94,427-51-0,acetate,Androgen Receptor,Cyproterone acetate is an androgen receptor (AR) antagonist with IC50 of 7.1 nM; as well as a weak progesterone receptor agonist with weak pro-gestational and glucocorticoid activity. ,[C@H]12C(C=C3[C@]([C@@H]1C2)([C@]4([C@@](C=C3Cl)([C@]5([C@](CC4)([C@@](CC5)(C(=O)C)OC(C)=O)C)[H])[H])[H])C)=O,199,http://www.selleckchem.com/products/cyproterone-acetate.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B13,Carbidopa,S1891,SW199080-2,10,m,13,2,192883818,226.23,28860-95-9,free base,Others,Carbidopa is an aromatic-L-amino-acid decarboxylase inhibitor with an IC50 of 29 ± 2 _M.,C1(=C(C=CC(=C1)C[C@](C(O)=O)(C)NN)O)O,17,http://www.selleckchem.com/products/Carbidopa.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B14,Cytidine,S2053,SW197450-5,10,m,14,2,192871568,243.22,65-46-3,free base,Others,Cytidine is a nucleoside molecule that is formed when cytosine is attached to a ribose ring; cytidine is a component of RNA.,C1(N(C=CC(=N1)N)[C@@H]2O[C@@H]([C@H]([C@@H]2O)O)CO)=O,201,http://www.selleckchem.com/products/cytidine.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B15,Diclofenac Sodium,S1903,SW196404-3,10,m,15,2,192867471,318.13,15307-79-6,sodium,COX,Diclofenac Sodium is a non-selective COX inhibitor with IC50 of 60 and 220 nM for ovine COX-1 and -2; respectively.,C1(=C(C(=C(C=C1)Cl)NC2=C(CC([O-])=O)C=CC=C2)Cl).[Na+],201,http://www.selleckchem.com/products/Diclofenac-sodium.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B16,Tiopronin,S2062,SW219206-1,10,m,16,2,192883311,163.19,1953-02-2,free base,Others,Tiopronin is a US Food and Drug Administration (FDA)-approved drug for the treatment of cystinuria by controlling the rate of cystine precipitation and excretion.,C(CNC(C(C)S)=O)(=O)O,196,http://www.selleckchem.com/products/tiopronin-thiola.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B17,Pregnenolone,S1914,SW219591-1,10,m,17,2,192926482,316.48,145-13-1,free base,Estrogen/progestogen Receptor,Pregnenolone is an endogenous steroid hormone for inhibition of M1 receptor- and M3 receptor-mediated currents with IC50 of 11.4 µM and 6.0 µM; respectively.,C1[C@@H](CC2[C@](C1)([C@]3([C@@](CC=2)([C@]4([C@](CC3)([C@@H](CC4)C(=O)C)C)[H])[H])[H])C)O,69,http://www.selleckchem.com/products/pregnenolone.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B18,Atorvastatin (Lipitor),S2077,SW219144-1,10,m,18,2,192953949,1155.34,134523-03-8,calcium,HMG-CoA Reductase,Atorvastatin (Lipitor) is an inhibitor of HMG-CoA reductase used as a cholesterol-lowering medication that blocks the production of cholesterol.,[Ca+2].N1(CC[C@H](C[C@H](CC([O-])=O)O)O)(C(=C(C(=C1C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4)C(C)C).N5(CC[C@H](C[C@H](CC([O-])=O)O)O)C(=C(C(=C5C6=CC=C(C=C6)F)C7=CC=CC=C7)C(=O)NC8=CC=CC=C8)C(C)C,86,http://www.selleckchem.com/products/atorvastatin-calcium-lipitor.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B19,Triamcinolone,S1933,SW219974-1,10,m,19,2,192881133,394.43,124-94-7,free base,Others,Triamcinolone is a glucocorticoid given; as the free alcohol or in esterified form; orally; intramuscularly; by local injection; by inhalation; or applied topically in the management of various disorders in which corticosteroids are indicated.,C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](C[C@H]3O)([C@@]([C@@H](C4)O)(C(CO)=O)O)C)[H])[H])F)C)=O,200,http://www.selleckchem.com/products/Triamcinolone(Aristocort).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B20,Ivabradine HCl,S2086,SW219300-1,10,m,20,2,192902172,505.05,148849-67-6,hydrochloride,Adrenergic Receptor,Ivabradine HCl; a new If inhibitor with IC 50 of 2.9 _M which acts specifically on the pacemaker activity of the sinoatrial node; is a pure heart rate lowering agent.,C1(=C2C(=CC(=C1OC)OC)[C@@H](C2)CN(CCCN3CCC4=C(CC3=O)C=C(C(=C4)OC)OC)C).Cl,199,http://www.selleckchem.com/products/ivabradine-hcl-procoralan.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B21,Sulfamethizole(Proklar),S1957,SW196425-3,10,m,21,2,192882471,270.33,144-82-1,free base,Others,Sulfamethizole(Proklar) is a sulfathiazole antibacterial agent.,C1=C(C=CC(=C1)S(NC2SC(=NN=2)C)(=O)=O)N,199,http://www.selleckchem.com/products/Sulfamethizole(Proklar).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,B22,Temocapril HCl,S2099,SW219451-1,10,m,22,2,192891201,513.07,110221-44-8,hydrochloride,RAAS,Temocapril HCl is the hydrochloride of Temocapril; which is a long-acting angiotensin-converting enzyme (ACE) inhibitor; used for the treatment of hypertension.,C1(=CC=CC(=C1)CC[C@H](N[C@@H]2C(N(C[C@H](SC2)C3SC=CC=3)CC(O)=O)=O)C(OCC)=O).Cl,200,http://www.selleckchem.com/products/temocapril-hcl.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C03,AT7519,S1524,SW219609-1,10,m,3,3,192939490,382.24,844442-38-2,free base,CDK,AT7519 is a multi-CDK inhibitor for CDK1; 2; 4; 6 and 9 with IC50 of 10-210 nM. It is less potent to CDK3 and little active to CDK7. Phase 1.,C1=C(C(=C(C=C1)Cl)C(NC2=CNN=C2C(=O)NC3CCNCC3)=O)Cl,26,http://www.selleckchem.com/products/AT7519.html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C04,Estrone,S1665,SW219641-1,10,m,4,3,192904685,270.37,53-16-7,free base,Estrogen/progestogen Receptor,Estrone is an estrogenic hormone.,C1=C(C=C2C(=C1)[C@]3([C@@](CC2)([C@]4([C@](CC3)(C(CC4)=O)C)[H])[H])[H])O,199,http://www.selleckchem.com/products/Estrone.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C05,R406,S1533,SW219254-1,10,m,5,3,192939983,470.45,841290-80-0,free base,Syk,R406 (free base) is a potent Syk inhibitor with IC50 of 41 nM; strongly inhibits Syk but not Lyn; 5-fold less potent to Flt3. Phase 2.,C1(=C(C=C(C=C1OC)NC2=NC(=C(C=N2)F)NC3=NC4=C(C=C3)OC(C(N4)=O)(C)C)OC)OC,44,http://www.selleckchem.com/products/R406(free-base).html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C06,Amorolfine,S1676,SW219285-1,10,m,6,3,192897623,353.97,78613-38-4,hydrochloride,Others,Amorolfine hydrochloride is a antifungal reagent.,C1(=C(C=CC(=C1)CC(CN2C[C@@H](O[C@@H](C2)C)C)C)C(CC)(C)C).Cl,79,http://www.selleckchem.com/products/Amorolfine-Hydrochloride.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C07,SB408124 (Tocris-1963),S1545,SW219651-1,10,m,7,3,181366440,356.37,288150-92-5,free base,OX Receptor,SB408124 (Tocris-1963) is a non-peptide antagonist for OX1 receptor with Ki of 57 nM and27 nM in both whole cell and membrane; respectively; exhibits 50-fold selectivity over OX2 receptor.,C1=C(C=C2C(=C1F)N=C(C=C2NC(NC3=CC=C(C=C3)N(C)C)=O)C)F,101,http://www.selleckchem.com/products/SB-408124.html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C08,Meprednisone,S1689,SW219987-1,10,m,8,3,192900609,372.455,1247-42-3,free base,Others,Meprednisone is a glucocorticoid and a methylated derivative of prednisone.,C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](CC3=O)([C@]([C@H](C4)C)(O)C(CO)=O)C)[H])[H])[H])C)=O,201,http://www.selleckchem.com/products/Betapar(Meprednisone).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C09,AT7867,S1558,SW219380-1,10,m,9,3,194474166,337.85,857531-00-1,free base,S6 Kinase;Akt,AT7867 is a potent ATP-competitive inhibitor of Akt1/2/3 and p70S6K/PKA with IC50 of 32 nM/17 nM/47 nM and 85 nM/20 nM; respectively; little activity outside the AGC kinase family.,C1(=CC=C(C=C1)C2(C3=CC=C(C=C3)C4=CNN=C4)CCNCC2)Cl,201,http://www.selleckchem.com/products/AT7867.html,PI3K/Akt/mTOR,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C10,Divalproex sodium,S1703,SW219169-1,10,m,10,3,192926732,310.41,76584-70-8,sodium,Autophagy,Divalproex sodium consists of a compound of sodium valproate and valproic acid in a 1:1 molar relationship in an enteric coated form.,C(C([O-])=O)(CCC)CCC.[Na+].C(C(CCC)CCC)(=O)O,199,http://www.selleckchem.com/products/Divalproex-sodium.html,Ubiquitin,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C11,Fasudil (HA-1077),S1573,SW218155-2,10,m,11,3,192962157,327.83,105628-07-7,hydrochloride,ROCK;Autophagy,Fasudil (HA-1077) is a potent inhibitor of ROCK-II; PKA;  PKG;  PKC; and MLCK with Ki of 0.33 _M; 1.6 _M; 1.6 _M; 3.3 _M and 36 _M; respectively.  ,C1(=C2C(=C(C=C1)S(N3CCNCCC3)(=O)=O)C=CN=C2).Cl,15,http://www.selleckchem.com/products/Fasudil-HCl(HA-1077).html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C12,Gemcitabine(Gemzar),S1714,SW199649-2,10,m,12,3,192873092,263.2,95058-81-4,free base,Autophagy;DNA/RNA Synthesis,Gemcitabine(Gemzar) belongs to the group of medicines called antimetabolites.Phase 3.,N1=C(C=CN(C1=O)[C@@H]2O[C@@H]([C@H](C2(F)F)O)CO)N,56,http://www.selleckchem.com/products/Gemcitabine(Gemzar).html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C13,Apixaban,S1593,SW220177-1,10,m,13,3,192900651,459.5,503612-47-3,free base,Factor Xa,Apixaban is a highly selective; reversible inhibitor of Factor Xa with Ki of 0.08 nM and 0.17 nM in human and rabbit; respectively.,N1=C(C2=C(N1C3=CC=C(C=C3)OC)C(N(CC2)C4=CC=C(C=C4)N5C(CCCC5)=O)=O)C(N)=O,39,http://www.selleckchem.com/products/Apixaban(BMS-562247-01).html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C14,Levonorgestrel(Levonelle),S1727,SW219995-1,10,m,14,3,192926547,312.45,797-63-7,free base,Others,Levonorgestrel(Levonelle) is a synthetic progestogen used as an active ingredient in some hormonal contraceptives.,C1C(C=C2[C@](C1)([C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@](CC4)(O)C#C)CC)[H])[H])[H])[H])=O,144,http://www.selleckchem.com/products/Levonorgestrel(Levonelle).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C15,Pyridostigmine Bromide,S1608,SW199029-2,10,m,15,3,194472545,261.12,101-26-8,bromide,AChR,Pyridostigmine Bromide is a parasympathomimetic and a reversible cholinesterase inhibitor.,C1(=C(C=CC=[N+]1C)OC(N(C)C)=O).[Br-],199,http://www.selleckchem.com/products/Pyridostigmine-Bromide(Mestinon).html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C16,Prednisolone(Hydroretrocortine),S1737,SW219979-1,10,m,16,3,192885217,360.44,50-24-8,free base,Others,Prednisolone(Hydroretrocortine) is a synthetic glucocorticoid with anti-inflammatory and immunomodulating properties.,C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](C[C@H]3O)([C@@](CC4)(C(=O)CO)O)C)[H])[H])[H])C)=O,199,http://www.selleckchem.com/products/Prednisolone(Hydroretrocortine).html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem002,SP0136-A,C17,Prilocaine,S1619,SW196783-3,10,m,17,3,192896712,220.31,721-50-6,free base,Others,Prilocaine is a local anesthetic of the amino amide type.,C1=CC=CC(=C1C)NC(C(NCCC)C)=O,199,http://www.selleckchem.com/products/Prilocaine.html,Others,,L1700-Selleck-Bioactive-Compound-Library
