96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
,Plate 1,D03,,,G05,Rucaparib (AG-014699;PF-01367338),Rucaparib (AG-014699;PF-01367338),0.4,m,5,7
,Plate 2,D03,,,G06,Olaparib (AZD2281;Ku-0059436,Olaparib (AZD2281;Ku-0059436,0.4,m,6,7
,Plate 1,D04,,,G07,UK 383367,UK 383367,0.4,m,7,7
,Plate 2,D04,,,G08,BIBR 1532,BIBR 1532,0.4,m,8,7
,Plate 1,D05,,,G09,Tenoforvir Disoproxil Fumarate,Tenoforvir Disoproxil Fumarate,0.4,m,9,7
,Plate 2,D05,,,G10,Methotrexate,Methotrexate,0.4,m,10,7
,Plate 1,D06,,,G11,Brivanib,Brivanib,0.4,m,11,7
,Plate 2,D06,,,G12,demeclocycline,demeclocycline,0.4,m,12,7
,Plate 1,D07,,,G13,bendamustine,bendamustine,0.4,m,13,7
,Plate 2,D07,,,G14,teriflunomide,teriflunomide,0.4,m,14,7
,Plate 1,D08,,,G15,Puromycin 2HCl ,Puromycin 2HCl ,0.4,m,15,7
,Plate 2,D08,,,G16,DMSO,DMSO,,,16,7
,Plate 1,D09,,,G17,DMSO,DMSO,,,17,7
,Plate 2,D09,,,G18,DMSO,DMSO,,,18,7
,Plate 1,D10,,,G19,DMSO,DMSO,,,19,7
,Plate 2,D10,,,G20,DMSO,DMSO,,,20,7
,Plate 1,D11,,,G21,DMSO,DMSO,,,21,7
,Plate 2,D11,,,G22,DMSO,DMSO,,,22,7
