384 Plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y,CAS Number,Catalog No.
SelleckChemKinaseInhibitor01,SP0159,C14,AEE788 (NVP-AEE788),SW219869-1,1,m,14,3,497839-62-0,S1486
SelleckChemKinaseInhibitor01,SP0159,C15,Axitinib,SW219464-1,1,m,15,3,319460-85-0,S1005
SelleckChemKinaseInhibitor01,SP0159,C16,PHA-793887,SW220252-1,1,m,16,3,718630-59-2,S1487
SelleckChemKinaseInhibitor01,SP0159,C17,Bosutinib (SKI-606),SW220197-1,1,m,17,3,380843-75-4,S1014
SelleckChemKinaseInhibitor01,SP0159,C18,SAR245409 (XL765),SW218114-2,1,m,18,3,1349796-36-6,S1523
SelleckChemKinaseInhibitor01,SP0159,C19,PD0325901,SW218101-2,1,m,19,3,391210-10-9,S1036
SelleckChemKinaseInhibitor01,SP0159,C20,AZD7762,SW218139-2,1,m,20,3,860352-01-8,S1532
SelleckChemKinaseInhibitor01,SP0159,C21,AC480 (BMS-599626),SW219554-1,1,m,21,3,714971-09-2,S1056
SelleckChemKinaseInhibitor01,SP0159,C22,AT7519,SW219609-1,1,m,22,3,844442-38-2,S1524
SelleckChemKinaseInhibitor01,SP0159,D03,Linifanib (ABT-869),SW218116-2,0.1,m,3,4,796967-16-3,S1003
SelleckChemKinaseInhibitor01,SP0159,D04,Pelitinib (EKB-569),SW219267-1,0.1,m,4,4,257933-82-7,S1392
SelleckChemKinaseInhibitor01,SP0159,D05,Tandutinib (MLN518),SW218125-2,0.1,m,5,4,387867-13-2,S1043
SelleckChemKinaseInhibitor01,SP0159,D06,AZD6482,SW219187-1,0.1,m,6,4,1173900-33-8,S1462
SelleckChemKinaseInhibitor01,SP0159,D07,Gefitinib (ZD1839),SW199108-4,0.1,m,7,4,184475-35-2,S1025
SelleckChemKinaseInhibitor01,SP0159,D08,Bafetinib (INNO-406),SW220217-1,0.1,m,8,4,859212-16-1,S1369
SelleckChemKinaseInhibitor01,SP0159,D09,Temsirolimus (CCI-779; NSC 683864),SW219138-1,0.1,m,9,4,162635-04-3,S1044
SelleckChemKinaseInhibitor01,SP0159,D10,Pimasertib (AS-703026),SW219691-1,0.1,m,10,4,1236699-92-5,S1475
SelleckChemKinaseInhibitor01,SP0159,D11,Enzastaurin (LY317615),SW219797-1,0.1,m,11,4,170364-57-5,S1055
SelleckChemKinaseInhibitor01,SP0159,D12,HMN-214,SW219842-1,0.1,m,12,4,173529-46-9,S1485
SelleckChemKinaseInhibitor01,SP0159,D13,Refametinib (RDEA119; Bay 86-9766),SW218136-2,0.1,m,13,4,923032-37-5,S1089
SelleckChemKinaseInhibitor01,SP0159,D14,AEE788 (NVP-AEE788),SW219869-1,0.1,m,14,4,497839-62-0,S1486
SelleckChemKinaseInhibitor01,SP0159,D15,Axitinib,SW219464-1,0.1,m,15,4,319460-85-0,S1005
SelleckChemKinaseInhibitor01,SP0159,D16,PHA-793887,SW220252-1,0.1,m,16,4,718630-59-2,S1487
SelleckChemKinaseInhibitor01,SP0159,D17,Bosutinib (SKI-606),SW220197-1,0.1,m,17,4,380843-75-4,S1014
SelleckChemKinaseInhibitor01,SP0159,D18,SAR245409 (XL765),SW218114-2,0.1,m,18,4,1349796-36-6,S1523
SelleckChemKinaseInhibitor01,SP0159,D19,PD0325901,SW218101-2,0.1,m,19,4,391210-10-9,S1036
SelleckChemKinaseInhibitor01,SP0159,D20,AZD7762,SW218139-2,0.1,m,20,4,860352-01-8,S1532
SelleckChemKinaseInhibitor01,SP0159,D21,AC480 (BMS-599626),SW219554-1,0.1,m,21,4,714971-09-2,S1056
SelleckChemKinaseInhibitor01,SP0159,D22,AT7519,SW219609-1,0.1,m,22,4,844442-38-2,S1524
SelleckChemKinaseInhibitor01,SP0159,E02,R406 (free base),SW219254-1,1,m,2,5,841290-80-0,S1533
SelleckChemKinaseInhibitor01,SP0159,E03,Crizotinib (PF-02341066),SW202555-3,1,m,3,5,877399-52-5,S1068
SelleckChemKinaseInhibitor01,SP0159,E04,Fasudil (HA-1077) HCl,SW218155-2,1,m,4,5,105628-07-7,S1573
SelleckChemKinaseInhibitor01,SP0159,E05,MK-2206 2HCl,SW202557-3,1,m,5,5,1032350-13-2,S1078
SelleckChemKinaseInhibitor01,SP0159,E06,MK-1775,SW218122-2,1,m,6,5,955365-80-7,S1525
SelleckChemKinaseInhibitor01,SP0159,E07,Danusertib (PHA-739358),SW219462-1,1,m,7,5,827318-97-8,S1107
SelleckChemKinaseInhibitor01,SP0159,E08,BMS-777607,SW219298-1,1,m,8,5,1025720-94-8,S1561
SelleckChemKinaseInhibitor01,SP0159,E09,Saracatinib (AZD0530),SW218134-2,1,m,9,5,379231-04-6,S1006
SelleckChemKinaseInhibitor01,SP0159,E10,Quizartinib (AC220),SW218131-2,1,m,10,5,950769-58-1,S1526
SelleckChemKinaseInhibitor01,SP0159,E11,Cediranib (AZD2171),SW219261-1,1,m,11,5,288383-20-0,S1017
SelleckChemKinaseInhibitor01,SP0159,E12,AZD8055,SW218287-2,1,m,12,5,1009298-09-2,S1555
SelleckChemKinaseInhibitor01,SP0159,E13,Vandetanib (ZD6474),SW218092-2,1,m,13,5,443913-73-3,S1046
SelleckChemKinaseInhibitor01,SP0159,E14,RAF265 (CHIR-265),SW219923-1,1,m,14,5,927880-90-8,S2161
SelleckChemKinaseInhibitor01,SP0159,E15,OSI-906 (Linsitinib),SW218150-2,1,m,15,5,867160-71-2,S1091
SelleckChemKinaseInhibitor01,SP0159,E16,AZD8931 (Sapitinib),SW219260-1,1,m,16,5,848942-61-0,S2192
SelleckChemKinaseInhibitor01,SP0159,E17,MLN8054,SW219643-1,1,m,17,5,869363-13-3,S1100
SelleckChemKinaseInhibitor01,SP0159,E18,CYT387,SW219679-1,1,m,18,5,1056634-68-4,S2219
SelleckChemKinaseInhibitor01,SP0159,E19,BI 2536,SW218289-2,1,m,19,5,755038-02-9,S1109
SelleckChemKinaseInhibitor01,SP0159,E20,AZD1480,SW219486-1,1,m,20,5,935666-88-9,S2162
SelleckChemKinaseInhibitor01,SP0159,E21,Dovitinib (TKI-258; CHIR-258),SW219787-1,1,m,21,5,405169-16-6,S1018
SelleckChemKinaseInhibitor01,SP0159,E22,GSK461364,SW220052-1,1,m,22,5,929095-18-1,S2193
SelleckChemKinaseInhibitor01,SP0159,F02,R406 (free base),SW219254-1,0.1,m,2,6,841290-80-0,S1533
SelleckChemKinaseInhibitor01,SP0159,F03,Crizotinib (PF-02341066),SW202555-3,0.1,m,3,6,877399-52-5,S1068
SelleckChemKinaseInhibitor01,SP0159,F04,Fasudil (HA-1077) HCl,SW218155-2,0.1,m,4,6,105628-07-7,S1573
SelleckChemKinaseInhibitor01,SP0159,F05,MK-2206 2HCl,SW202557-3,0.1,m,5,6,1032350-13-2,S1078
SelleckChemKinaseInhibitor01,SP0159,F06,MK-1775,SW218122-2,0.1,m,6,6,955365-80-7,S1525
SelleckChemKinaseInhibitor01,SP0159,F07,Danusertib (PHA-739358),SW219462-1,0.1,m,7,6,827318-97-8,S1107
SelleckChemKinaseInhibitor01,SP0159,F08,BMS-777607,SW219298-1,0.1,m,8,6,1025720-94-8,S1561
SelleckChemKinaseInhibitor01,SP0159,F09,Saracatinib (AZD0530),SW218134-2,0.1,m,9,6,379231-04-6,S1006
SelleckChemKinaseInhibitor01,SP0159,F10,Quizartinib (AC220),SW218131-2,0.1,m,10,6,950769-58-1,S1526
SelleckChemKinaseInhibitor01,SP0159,F11,Cediranib (AZD2171),SW219261-1,0.1,m,11,6,288383-20-0,S1017
SelleckChemKinaseInhibitor01,SP0159,F12,AZD8055,SW218287-2,0.1,m,12,6,1009298-09-2,S1555
SelleckChemKinaseInhibitor01,SP0159,F13,Vandetanib (ZD6474),SW218092-2,0.1,m,13,6,443913-73-3,S1046
SelleckChemKinaseInhibitor01,SP0159,F14,RAF265 (CHIR-265),SW219923-1,0.1,m,14,6,927880-90-8,S2161
SelleckChemKinaseInhibitor01,SP0159,F15,OSI-906 (Linsitinib),SW218150-2,0.1,m,15,6,867160-71-2,S1091
SelleckChemKinaseInhibitor01,SP0159,F16,AZD8931 (Sapitinib),SW219260-1,0.1,m,16,6,848942-61-0,S2192
SelleckChemKinaseInhibitor01,SP0159,F17,MLN8054,SW219643-1,0.1,m,17,6,869363-13-3,S1100
SelleckChemKinaseInhibitor01,SP0159,F18,CYT387,SW219679-1,0.1,m,18,6,1056634-68-4,S2219
SelleckChemKinaseInhibitor01,SP0159,F19,BI 2536,SW218289-2,0.1,m,19,6,755038-02-9,S1109
SelleckChemKinaseInhibitor01,SP0159,F20,AZD1480,SW219486-1,0.1,m,20,6,935666-88-9,S2162
SelleckChemKinaseInhibitor01,SP0159,F21,Dovitinib (TKI-258; CHIR-258),SW219787-1,0.1,m,21,6,405169-16-6,S1018
SelleckChemKinaseInhibitor01,SP0159,F22,GSK461364,SW220052-1,0.1,m,22,6,929095-18-1,S2193
SelleckChemKinaseInhibitor01,SP0159,G03,Rapamycin (Sirolimus),SW219073-1,1,m,3,7,53123-88-9,S1039
SelleckChemKinaseInhibitor01,SP0159,G04,Apatinib,SW220296-1,1,m,4,7,811803-05-1,S2221
SelleckChemKinaseInhibitor01,SP0159,G05,Vatalanib (PTK787) 2HCl,SW198937-2,1,m,5,7,212141-51-0,S1101
SelleckChemKinaseInhibitor01,SP0159,G06,LY2157299,SW219460-1,1,m,6,7,700874-72-2,S2230
SelleckChemKinaseInhibitor01,SP0159,G07,Selumetinib (AZD6244),SW202561-3,1,m,7,7,606143-52-6,S1008
SelleckChemKinaseInhibitor01,SP0159,G08,Telatinib,SW220176-1,1,m,8,7,332012-40-5,S2231
SelleckChemKinaseInhibitor01,SP0159,G09,VX-680 (Tozasertib; MK-0457),SW212828-2,1,m,9,7,639089-54-6,S1048
SelleckChemKinaseInhibitor01,SP0159,G10,SGI-1776 free base,SW218133-2,1,m,10,7,1025065-69-3,S2198
SelleckChemKinaseInhibitor01,SP0159,G11,Brivanib (BMS-540215),SW219896-1,1,m,11,7,649735-46-6,S1084
SelleckChemKinaseInhibitor01,SP0159,G12,BKM120 (NVP-BKM120; Buparlisib),SW218149-2,1,m,12,7,944396-07-0,S2247
SelleckChemKinaseInhibitor01,SP0159,G13,Foretinib (GSK1363089),SW219390-1,1,m,13,7,849217-64-7,S1111
SelleckChemKinaseInhibitor01,SP0159,G14,KW-2449,SW219852-1,1,m,14,7,1000669-72-6,S2158
SelleckChemKinaseInhibitor01,SP0159,G15,SGX-523,SW219713-1,1,m,15,7,1022150-57-7,S1112
SelleckChemKinaseInhibitor01,SP0159,G16,Mubritinib (TAK 165),SW219659-1,1,m,16,7,366017-09-6,S2216
SelleckChemKinaseInhibitor01,SP0159,G17,Everolimus (RAD001),SW219218-1,1,m,17,7,159351-69-6,S1120
SelleckChemKinaseInhibitor01,SP0159,G18,CX-4945 (Silmitasertib),SW218157-2,1,m,18,7,1009820-21-6,S2248
SelleckChemKinaseInhibitor01,SP0159,G19,AT9283,SW220119-1,1,m,19,7,896466-04-9,S1134
SelleckChemKinaseInhibitor01,SP0159,G20,AZD8330,SW219692-1,1,m,20,7,869357-68-6,S2134
SelleckChemKinaseInhibitor01,SP0159,G21,ENMD-2076,SW219567-1,1,m,21,7,934353-76-1,S1181
SelleckChemKinaseInhibitor01,SP0159,G22,CAL-101 (Idelalisib; GS-1101),SW219823-1,1,m,22,7,870281-82-6,S2226
SelleckChemKinaseInhibitor01,SP0159,H03,Rapamycin (Sirolimus),SW219073-1,0.1,m,3,8,53123-88-9,S1039
SelleckChemKinaseInhibitor01,SP0159,H04,Apatinib,SW220296-1,0.1,m,4,8,811803-05-1,S2221
SelleckChemKinaseInhibitor01,SP0159,H05,Vatalanib (PTK787) 2HCl,SW198937-2,0.1,m,5,8,212141-51-0,S1101
SelleckChemKinaseInhibitor01,SP0159,H06,LY2157299,SW219460-1,0.1,m,6,8,700874-72-2,S2230
SelleckChemKinaseInhibitor01,SP0159,H07,Selumetinib (AZD6244),SW202561-3,0.1,m,7,8,606143-52-6,S1008
SelleckChemKinaseInhibitor01,SP0159,H08,Telatinib,SW220176-1,0.1,m,8,8,332012-40-5,S2231
SelleckChemKinaseInhibitor01,SP0159,H09,VX-680 (Tozasertib; MK-0457),SW212828-2,0.1,m,9,8,639089-54-6,S1048
SelleckChemKinaseInhibitor01,SP0159,H10,SGI-1776 free base,SW218133-2,0.1,m,10,8,1025065-69-3,S2198
SelleckChemKinaseInhibitor01,SP0159,H11,Brivanib (BMS-540215),SW219896-1,0.1,m,11,8,649735-46-6,S1084
SelleckChemKinaseInhibitor01,SP0159,H12,BKM120 (NVP-BKM120; Buparlisib),SW218149-2,0.1,m,12,8,944396-07-0,S2247
SelleckChemKinaseInhibitor01,SP0159,H13,Foretinib (GSK1363089),SW219390-1,0.1,m,13,8,849217-64-7,S1111
SelleckChemKinaseInhibitor01,SP0159,H14,KW-2449,SW219852-1,0.1,m,14,8,1000669-72-6,S2158
SelleckChemKinaseInhibitor01,SP0159,H15,SGX-523,SW219713-1,0.1,m,15,8,1022150-57-7,S1112
SelleckChemKinaseInhibitor01,SP0159,H16,Mubritinib (TAK 165),SW219659-1,0.1,m,16,8,366017-09-6,S2216
SelleckChemKinaseInhibitor01,SP0159,H17,Everolimus (RAD001),SW219218-1,0.1,m,17,8,159351-69-6,S1120
SelleckChemKinaseInhibitor01,SP0159,H18,CX-4945 (Silmitasertib),SW218157-2,0.1,m,18,8,1009820-21-6,S2248
SelleckChemKinaseInhibitor01,SP0159,H19,AT9283,SW220119-1,0.1,m,19,8,896466-04-9,S1134
SelleckChemKinaseInhibitor01,SP0159,H20,AZD8330,SW219692-1,0.1,m,20,8,869357-68-6,S2134
SelleckChemKinaseInhibitor01,SP0159,H21,ENMD-2076,SW219567-1,0.1,m,21,8,934353-76-1,S1181
SelleckChemKinaseInhibitor01,SP0159,H22,CAL-101 (Idelalisib; GS-1101),SW219823-1,0.1,m,22,8,870281-82-6,S2226
SelleckChemKinaseInhibitor01,SP0159,I03,GSK690693,SW218127-2,1,m,3,9,937174-76-0,S1113
SelleckChemKinaseInhibitor01,SP0159,I04,Volasertib (BI 6727),SW218140-2,1,m,4,9,755038-65-4,S2235
SelleckChemKinaseInhibitor01,SP0159,I05,SNS-032 (BMS-387032),SW219478-1,1,m,5,9,345627-80-7,S1145
SelleckChemKinaseInhibitor01,SP0159,I06,AZD5438,SW219680-1,1,m,6,9,602306-29-6,S2621
SelleckChemKinaseInhibitor01,SP0159,I07,JNJ-38877605,SW220206-1,1,m,7,9,943540-75-8,S1114
SelleckChemKinaseInhibitor01,SP0159,I08,OSI-027,SW220246-1,1,m,8,9,936890-98-1,S2624
SelleckChemKinaseInhibitor01,SP0159,I09,Brivanib Alaninate (BMS-582664),SW219897-1,1,m,9,9,649735-63-7,S1138
SelleckChemKinaseInhibitor01,SP0159,I10,Fostamatinib (R788),SW219234-1,1,m,10,9,901119-35-5,S2625
SelleckChemKinaseInhibitor01,SP0159,I11,Barasertib (AZD1152-HQPA),SW219431-1,1,m,11,9,722544-51-6,S1147
SelleckChemKinaseInhibitor01,SP0159,I12,TAK-733,SW220152-1,1,m,12,9,1035555-63-5,S2617
SelleckChemKinaseInhibitor01,SP0159,I13,CP-724714,SW219420-1,1,m,13,9,537705-08-1,S1167
SelleckChemKinaseInhibitor01,SP0159,I14,LY2603618,SW219621-1,1,m,14,9,911222-45-2,S2626
SelleckChemKinaseInhibitor01,SP0159,I15,CUDC-101,SW219934-1,1,m,15,9,1012054-59-9,S1194
SelleckChemKinaseInhibitor01,SP0159,I16,MK-8776 (SCH 900776),SW219954-1,1,m,16,9,891494-63-6,S2735
SelleckChemKinaseInhibitor01,SP0159,I17,BMS-754807,SW219953-1,1,m,17,9,1001350-96-4,S1124
SelleckChemKinaseInhibitor01,SP0159,I18,Trametinib (GSK1120212),SW218089-2,1,m,18,9,871700-17-3,S2673
SelleckChemKinaseInhibitor01,SP0159,I19,Palbociclib (PD-0332991) HCl,SW220131-1,1,m,19,9,827022-32-2,S1116
SelleckChemKinaseInhibitor01,SP0159,I20,TG101348 (SAR302503),SW218187-2,1,m,20,9,936091-26-8,S2736
SelleckChemKinaseInhibitor01,SP0159,I21,Regorafenib (BAY 73-4506),SW218097-2,1,m,21,9,755037-03-7,S1178
SelleckChemKinaseInhibitor01,SP0159,I22,BGT226 (NVP-BGT226),SW219158-1,1,m,22,9,1245537-68-1,S2749
SelleckChemKinaseInhibitor01,SP0159,I23,XL147,SW219812-1,1,m,23,9,956958-53-5,S1118
SelleckChemKinaseInhibitor01,SP0159,J03,GSK690693,SW218127-2,0.1,m,3,10,937174-76-0,S1113
SelleckChemKinaseInhibitor01,SP0159,J04,Volasertib (BI 6727),SW218140-2,0.1,m,4,10,755038-65-4,S2235
SelleckChemKinaseInhibitor01,SP0159,J05,SNS-032 (BMS-387032),SW219478-1,0.1,m,5,10,345627-80-7,S1145
SelleckChemKinaseInhibitor01,SP0159,J06,AZD5438,SW219680-1,0.1,m,6,10,602306-29-6,S2621
SelleckChemKinaseInhibitor01,SP0159,J07,JNJ-38877605,SW220206-1,0.1,m,7,10,943540-75-8,S1114
SelleckChemKinaseInhibitor01,SP0159,J08,OSI-027,SW220246-1,0.1,m,8,10,936890-98-1,S2624
SelleckChemKinaseInhibitor01,SP0159,J09,Brivanib Alaninate (BMS-582664),SW219897-1,0.1,m,9,10,649735-63-7,S1138
SelleckChemKinaseInhibitor01,SP0159,J10,Fostamatinib (R788),SW219234-1,0.1,m,10,10,901119-35-5,S2625
SelleckChemKinaseInhibitor01,SP0159,J11,Barasertib (AZD1152-HQPA),SW219431-1,0.1,m,11,10,722544-51-6,S1147
SelleckChemKinaseInhibitor01,SP0159,J12,TAK-733,SW220152-1,0.1,m,12,10,1035555-63-5,S2617
SelleckChemKinaseInhibitor01,SP0159,J13,CP-724714,SW219420-1,0.1,m,13,10,537705-08-1,S1167
SelleckChemKinaseInhibitor01,SP0159,J14,LY2603618,SW219621-1,0.1,m,14,10,911222-45-2,S2626
SelleckChemKinaseInhibitor01,SP0159,J15,CUDC-101,SW219934-1,0.1,m,15,10,1012054-59-9,S1194
SelleckChemKinaseInhibitor01,SP0159,J16,MK-8776 (SCH 900776),SW219954-1,0.1,m,16,10,891494-63-6,S2735
SelleckChemKinaseInhibitor01,SP0159,J17,BMS-754807,SW219953-1,0.1,m,17,10,1001350-96-4,S1124
SelleckChemKinaseInhibitor01,SP0159,J18,Trametinib (GSK1120212),SW218089-2,0.1,m,18,10,871700-17-3,S2673
SelleckChemKinaseInhibitor01,SP0159,J19,Palbociclib (PD-0332991) HCl,SW220131-1,0.1,m,19,10,827022-32-2,S1116
SelleckChemKinaseInhibitor01,SP0159,J20,TG101348 (SAR302503),SW218187-2,0.1,m,20,10,936091-26-8,S2736
SelleckChemKinaseInhibitor01,SP0159,J21,Regorafenib (BAY 73-4506),SW218097-2,0.1,m,21,10,755037-03-7,S1178
SelleckChemKinaseInhibitor01,SP0159,J22,BGT226 (NVP-BGT226),SW219158-1,0.1,m,22,10,1245537-68-1,S2749
SelleckChemKinaseInhibitor01,SP0159,J23,XL147,SW219812-1,0.1,m,23,10,956958-53-5,S1118
SelleckChemKinaseInhibitor01,SP0159,K03,Roscovitine (Seliciclib;CYC202),SW220195-1,1,m,3,11,186692-46-6,S1153
SelleckChemKinaseInhibitor01,SP0159,K04,PH-797804,SW219277-1,1,m,4,11,586379-66-0,S2726
SelleckChemKinaseInhibitor01,SP0159,K05,CYC116,SW219491-1,1,m,5,11,693228-63-6,S1171
SelleckChemKinaseInhibitor01,SP0159,K06,GDC-0980 (RG7422),SW219472-1,1,m,6,11,1032754-93-0,S2696
SelleckChemKinaseInhibitor01,SP0159,K07,Tivozanib (AV-951),SW219364-1,1,m,7,11,475108-18-0,S1207
SelleckChemKinaseInhibitor01,SP0159,K08,Dacomitinib (PF299804; PF299),SW219155-1,1,m,8,11,1110813-31-4,S2727
SelleckChemKinaseInhibitor01,SP0159,K09,Cabozantinib (XL184; BMS-907351),SW218093-3,1,m,9,11,849217-68-1,S1119
SelleckChemKinaseInhibitor01,SP0159,K10,Milciclib (PHA-848125),SW219949-1,1,m,10,11,802539-81-7,S2751
SelleckChemKinaseInhibitor01,SP0159,K11,Alisertib (MLN8237),SW219771-1,1,m,11,11,1028486-01-2,S1133
SelleckChemKinaseInhibitor01,SP0159,K12,GSK2126458 (GSK458),SW219502-1,1,m,12,11,1086062-66-9,S2658
SelleckChemKinaseInhibitor01,SP0159,K13,SNS-314 Mesylate,SW219886-1,1,m,13,11,1146618-41-8,S1154
SelleckChemKinaseInhibitor01,SP0159,K14,Flavopiridol HCl,SW219231-1,1,m,14,11,131740-09-5,S2679
SelleckChemKinaseInhibitor01,SP0159,K15,Lenvatinib (E7080),SW219259-1,1,m,15,11,417716-92-8,S1164
SelleckChemKinaseInhibitor01,SP0159,K16,R547,SW220191-1,1,m,16,11,741713-40-6,S2688
SelleckChemKinaseInhibitor01,SP0159,K17,Lapatinib,SW199101-5,1,m,17,11,231277-92-2,S2111
