384 Plate ID,Plate Map,Well,Human Readable Name,CatNumber,MoleculeID,Concentration,Unit,Well X,Well Y,Barcode,M.w.,CAS Number,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Notes,sample_type
SelleckChem007,SP0141-A,A11,Cisatracurium Besylate,S2113,SW222230-1,10,m,11,1,192948585,1243.48,96946-42-8,Adrenergic Receptor,Cisatracurium Besylate is a nondepolarizing neuromuscular blocking agent; antagonizing the action of acetylcholine by inhibiting neuromuscular transmission.,C1(=C(C=C2C(=C1)CC[N@@+]([C@@H]2CC3=CC=C(C(=C3)OC)OC)(CCC(OCCCCCOC(CC[N@@+]4([C@@H](C5=CC(=C(C=C5CC4)OC)OC)CC6=CC=C(C(=C6)OC)OC)C)=O)=O)C)OC)OC.C7(=CC=CC=C7S([O-])(=O)=O).C8=CC=CC=C8S([O-])(=O)=O,200,http://www.selleckchem.com/products/cisatracurium-besylate-nimbex.html,Neuronal Signaling,,sample
SelleckChem007,SP0141-A,A12,Arbutin,S2263,SW199492-2,10,m,12,1,192949861,272.25,497-76-7,Others,Arbutin is a tyrosinase inhibitor with an IC50 of 1.09 mM.,[C@H]1([C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)O)O)O)O)CO,202,http://www.selleckchem.com/products/Arbutin(Uva;-p-Arbutin).html,Others,,sample
SelleckChem007,SP0141-A,A13,Butylscopolamine Bromide,S2378,SW219040-1,10,m,13,1,192875207,440.37,149-64-4,Others,Butylscopolamine bromide; is a peripherally acting antimuscarinic; anticholinergic agent used as an abdominal-specific antispasmodic.,[Br-].C1=C(C=CC=C1)[C@@H](C(O[C@H]2C[C@]3([C@]4([C@@]([C@]([N+]3(CCCC)C)(C2)[H])(O4)[H])[H])[H])=O)CO,199,http://www.selleckchem.com/products/Butylscopolamine-bromide(Scopolamine-butylbromide).html,Others,,sample
SelleckChem007,SP0141-A,A14,Roxithromycin ,S2506,SW219044-1,10,m,14,1,192965574,837.06727,80214-83-1,Others,Roxithromycin  is a semi-synthetic macrolide antibiotic. It is used to treat respiratory tract; urinary and soft tissue infections.,[C@@]1([C@H](OC([C@@H]([C@@H]([C@@H]([C@H]([C@](C[C@H](C(/[C@@H]([C@H]1O)C)=N\OCOCCOC)C)(C)O)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)O[C@@H]3O[C@H]([C@@H]([C@](C3)(C)OC)O)C)C)=O)CC)(O)C,199,http://www.selleckchem.com/products/Roxithromycin(Roxl-150).html,Others,,sample
SelleckChem007,SP0141-A,A15,PNU-120596,S2629,SW219242-1,10,m,15,1,192948484,311.72,501925-31-1,AChR,PNU-120596 is a positive allosteric modulator of _7 nAChR with EC50 of 216 nM.,C1(=C(C=C(C(=C1)OC)Cl)NC(NC2=NOC(=C2)C)=O)OC,198,http://www.selleckchem.com/products/pnu120596.html,Neuronal Signaling,,sample
SelleckChem007,SP0141-A,A16,SB705498,S2773,SW220117-1,10,m,16,1,192948212,429.23,501951-42-4,TRPV,SB705498 is a TRPV1 antagonist for hTRPV1; antagonizes capsaicin; acid; and heat activation of TRPV1 with IC50 of 3 nM; 0.1 nM and 6 nM; shows a degree of voltage dependence; exhibits >100-fold selectivity for TRPV1 over TRPM8. Phase 2.,N(C(=O)N[C@H]1CN(CC1)C2C=CC(=CN=2)C(F)(F)F)C3C(=CC=CC=3)Br,200,http://www.selleckchem.com/products/sb705498.html,Others,,sample
SelleckChem007,SP0141-A,A17,CCG 50014,S2901,SW219386-1,10,m,17,1,192948235,316.35,883050-24-6,Others,CCG 50014 is a potent and selective inhibitor of RGS4 with IC50 of 30 nM.,C1(=CC=C(C=C1)CN2C(N(SC2=O)C3=CC=C(C=C3)C)=O)F,199,http://www.selleckchem.com/products/ccg-50014.html,Others,,sample
SelleckChem007,SP0141-A,A18,Oxybutynin chloride,S3117,SW196787-4,10,m,18,1,192925627,393.95,1508-65-2,AChR,Oxybutynin is an anticholinergic medication used to relieve urinary and bladder difficulties.,C1(=CC=CC=C1C(C2CCCCC2)(C(OCC#CCN(CC)CC)=O)O).Cl,200,http://www.selleckchem.com/products/oxybutynin-chloride.html,Neuronal Signaling,,sample
SelleckChem007,SP0141-A,A19,Pheniramine Maleate,S4045,SW196908-3,10,m,19,1,192880632,356.42,132-20-7,Others,Pheniramine Maleate is an antihistamine with anticholinergic properties used to treat allergic conditions such as hay fever or urticaria.,C1(=CC=CC(=C1)C(CCN(C)C)C2=NC=CC=C2).C(/C=C\C(O)=O)(O)=O,199,http://www.selleckchem.com/products/pheniramine-maleate.html,Others,,sample
SelleckChem007,SP0141-A,A20,Doxofylline,S4164,SW199176-2,10,m,20,1,192873180,266.25,69975-86-6,Others,Doxofylline is a phosphodiesterase inhibitor and a xanthine derivative drug for asthma.,N1(C(N(C2=C(C1=O)N(C=N2)CC3OCCO3)C)=O)C,199,http://www.selleckchem.com/products/doxofylline.html,Others,,sample
SelleckChem007,SP0141-A,A21,Brimonidine Tartrate,S4266,SW219492-1,10,m,21,1,181344096,442.22,70359-46-5,Others,Brimonidine Tartrate is a highly selective ?-adrenergic receptor agonist with EC50 of 0.45 nM for the ?2A adrenoreceptor; and used to treat open-angle glaucoma or ocular hypertension.,C1(=NC2C(=CC=C(NC3=NCCN3)C=2Br)N=C1).[C@@H]([C@H](C(O)=O)O)(O)C(O)=O,199,http://www.selleckchem.com/products/brimonidine-tartrate.html,Others,,sample
SelleckChem007,SP0141-A,A22,Triflupromazine HCl,S4372,SW197014-3,10,m,22,1,179606753,388.88,1098-60-8,Dopamine Receptor,,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl,200.7,https://www.selleckchem.com/products/triflupromazine-hydrochloride.html,Neuronal Signaling,Catalog number does not exist in SelleckChem's site. URL and info match catalog # S5565.,sample
SelleckChem007,SP0141-A,A23,,Bx,Bx-A23,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,A24,,Bx,Bx-A24,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B01,,Bx,Bx-B01,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B02,,Bx,Bx-B02,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B03,IWP-2,S7085,SW066807-3,10,m,3,2,179616305,466.6,686770-61-6,Wnt/beta-catenin,IWP-2 is an inhibitor of Wnt processing and secretion with IC50 of 27 nM; selective blockage of Porcn-mediated Wnt palmitoylation; does not affect Wnt/_-catenin in general and displays no effect against Wnt-stimulated cellular responses.,C12=C(C(N(C(=N1)SCC(NC3=NC4=C(S3)C=C(C=C4)C)=O)C5=CC=CC=C5)=O)SCC2,29,www.selleckchem.com/products/iwp-2.html,Stem Cells &  Wnt,,sample
SelleckChem007,SP0141-A,B04,SGC-CBP30,S7256,SW219645-1,10,m,4,2,192958832,509.04,1613695-14-9,Epigenetic Reader Domain,SGC-CBP30 is a potent CREBBP/EP300 inhibitor with IC50 of 21 nM and 38 nM; respectively.,C1=C(C=C2C(=C1)N(C(=N2)CCC3=CC(=C(C=C3)OC)Cl)C[C@H](C)N4CCOCC4)C5C(=NOC=5C)C,196.45,http://www.selleckchem.com/products/sgc-cbp30.html,Epigenetics,,sample
SelleckChem007,SP0141-A,B05,FH1(BRD-K4477),S7450,SW220056-1,10,m,5,2,192917242,282.34,2719-05-03,Others,FH1(BRD-K4477) is a small molecule; which promotes differentiation of iPS-derived hepatocytes.,CC(=O)NC1=CC=C(C=C1)CC2=CC=C(C=C2)NC(=O)C,198.34,http://www.selleckchem.com/products/fh1-brd-k4477.html,Others,,sample
SelleckChem007,SP0141-A,B06,Lomeguatrib,S8056,SW218182-2,10,m,6,2,192931432,326.17,192441-08-0,DNA Methyltransferase,Lomeguatrib is a potent inhibitor of O6-alkylguanine-DNA-alkyltransferase with IC50 of 5 nM.,N1C2=C(NC=N2)C(=NC=1N)OCC3=CC(Br)=CS3,199,http://www.selleckchem.com/products/lomeguatrib.html,Epigenetics,,sample
SelleckChem007,SP0141-A,B07,,Bx,Bx-B07,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B08,,Bx,Bx-B08,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B09,,Bx,Bx-B09,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B10,,Bx,Bx-B10,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B11,,Bx,Bx-B11,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B12,,Bx,Bx-B12,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B13,,Bx,Bx-B13,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B14,,Bx,Bx-B14,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B15,,Bx,Bx-B15,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B16,,Bx,Bx-B16,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B17,,Bx,Bx-B17,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B18,,Bx,Bx-B18,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B19,,Bx,Bx-B19,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B20,,Bx,Bx-B20,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B21,,Bx,Bx-B21,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B22,,Bx,Bx-B22,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B23,,Bx,Bx-B23,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,B24,,Bx,Bx-B24,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,C01,,Bx,Bx-C01,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,C02,,Bx,Bx-C02,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,C03,ABT-737,S1002,SW218108-2,10,m,3,3,192949253,813.43,852808-04-9,Autophagy;Bcl-2,ABT-737 is a BH3 mimetic inhibitor of Bcl-xL; Bcl-2 and Bcl-w with EC50 of 78.7 nM; 30.3 nM and 197.8 nM; respectively; no inhibition observed against Mcl-1; Bcl-B or Bfl-1. Phase 2.,C1=CC(=CC=C1C(=O)NS(C2=CC=C(C(=C2)[N+](=O)[O-])N[C@@H](CSC3=CC=CC=C3)CCN(C)C)(=O)=O)N4CCN(CC4)CC5=C(C=CC=C5)C6=CC=C(C=C6)Cl,122,http://www.selleckchem.com/products/ABT-737.html,Apoptosis,,sample
SelleckChem007,SP0141-A,C04,GSK690693,S1113,SW218127-2,10,m,4,3,192886096,425.48,937174-76-0,Akt,GSK690693 is a pan-Akt inhibitor targeting Akt1/2/3 with IC50 of 2 nM/13 nM/9 nM; also sensitive to the AGC kinase family: PKA; PrkX and PKC isozymes. Phase 1.,C12=C(C(=CN=C1C#CC(C)(O)C)OC[C@@H]3CNCCC3)N(C(=N2)C4C(=NON=4)N)CC,91,http://www.selleckchem.com/products/GSK690693.html,PI3K/Akt/mTOR,,sample
SelleckChem007,SP0141-A,C05,Dacarbazine,S1221,SW219867-1,10,m,5,3,192959638,182.18,4342-03-04,DNA/RNA Synthesis,Dacarbazine is an antineoplastic chemotherapy drug used in the treatment of various cancers.,C1=NC(=C(N1)/N=N/N(C)C)C(=O)N,16.47,http://www.selleckchem.com/products/Dacarbazine.html,DNA Damage,,sample
SelleckChem007,SP0141-A,C06,BMS-707035,S1366,SW219387-1,10,m,6,3,179687054,410.42,729607-74-3,Integrase,BMS-707035 is a specific HIV-I integrase (IN) inhibitor with IC50 of 15 nM. Phase 2.,C1(=CC=C(C=C1)CNC(C2N=C(N(C(C=2O)=O)C)N3S(CCCC3)(=O)=O)=O)F,92,http://www.selleckchem.com/products/BMS-707035.html,Microbiology,,sample
SelleckChem007,SP0141-A,C07,Aztreonam,S1505,SW219135-1,10,m,7,3,192954886,435.43,78110-38-0,Others,Aztreonam is a synthetic monocyclic beta-lactam antibiotic.,[C@H]1(C(N([C@@H]1C)S(O)(=O)=O)=O)NC(\C(=N/OC(C(O)=O)(C)C)C2N=C(SC=2)N)=O,199,http://www.selleckchem.com/products/Aztreonam(Azactam).html,Others,,sample
SelleckChem007,SP0141-A,C08,Telbivudine ,S1651,SW220236-1,10,m,8,3,192896563,242.23,3424-98-4,Others,Telbivudine is an antiviral agent used in the treatment of hepatitis B infection.,N1C(C(=CN(C1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O)C)=O,198,http://www.selleckchem.com/products/Telbivudine(Sebivo).html,Others,,sample
SelleckChem007,SP0141-A,C09,Ramipril ,S1793,SW219848-1,10,m,9,3,192884416,416.51,87333-19-5,RAAS,Ramipril is an angiotensin-converting enzyme (ACE) inhibitor with IC50 of 5 nM.,C1=CC=CC=C1CC[C@@H](C(=O)OCC)N[C@H](C(N2[C@H](C[C@H]3[C@H](CCC3)2)C(O)=O)=O)C,199,http://www.selleckchem.com/products/Ramipril(Altace).html,Endocrinology & Hormones,,sample
SelleckChem007,SP0141-A,C10,Tamoxifen Citrate,S1972,SW219368-1,10,m,10,3,192875977,563.64,54965-24-1,Estrogen/progestogen Receptor;Autophagy,Tamoxifen Citrate is an antagonist of the estrogen receptor by competitive inhibition of estrogen binding.,C1(=CC=C(C=C1)/C(=C(/CC)C2=CC=CC=C2)C3=CC=CC=C3)OCCN(C)C.C(CC(CC(=O)O)(C(=O)O)O)(=O)O,177,http://www.selleckchem.com/products/Tamoxifen-Citrate(Nolvadex).html,Endocrinology & Hormones,,sample
SelleckChem007,SP0141-A,C11,Dronedarone HCl,S2114,SW219413-1,10,m,11,3,192886074,593.22,141625-93-6,Others,Dronedarone HCl is a therapy for the treatment of patients with paroxysmal and persistent atrial fibrillation or atrial flutter.,C1(=CC=C2C(=C1)C(=C(O2)CCCC)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC)NS(=O)(C)=O.Cl,134,http://www.selleckchem.com/products/dronedarone-hcl-multaq.html,Others,,sample
SelleckChem007,SP0141-A,C12,Artemether,S2264,SW219103-1,10,m,12,3,192864675,298.37,71963-77-4,Others,Artemether is an antimalarial for the treatment of resistant strains of falciparum malaria.,[C@]12([C@]34[C@@](CC[C@@]1(C)[H])([C@]([C@H](O[C@@](O[C@@](CC2)(OO3)C)4[H])OC)([H])C)[H])[H],201,http://www.selleckchem.com/products/Artemether(SM-224).html,Others,,sample
SelleckChem007,SP0141-A,C13,Dioscin,S2379,SW222232-1,10,m,13,3,192865061,869.04,19057-60-4,Others,Dioscin is a saponin extracted and isolated from Polygonatum Zanlanscianense Pamp; showing antitumor activities.,[C@H]1([C@H]([C@@H](O[C@]([C@H]1O)(O[C@H]2[C@H](O)[C@H]([C@@](O[C@H]2CO)(O[C@H]3CC4[C@](CC3)([C@]5([C@@](CC=4)([C@]6([C@](CC5)([C@]7([C@](C6)(O[C@]8([C@@H]7C)OC[C@@H](CC8)C)[H])[H])C)[H])[H])[H])C)[H])O[C@]9([C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)[H])[H])C)O)O,200,http://www.selleckchem.com/products/Dioscin(Collettiside-III).html,Others,,sample
SelleckChem007,SP0141-A,C14,Scopolamine HBr,S2508,SW199343-2,10,m,14,3,192952414,384.26,114-49-8,AChR,Scopolamine hydrobromide is a competitive muscarinic acetylcholine receptor with an IC50 of 55.3 ± 4.3 nM.,O(C([C@@H](C1=CC=CC=C1)CO)=O)[C@H]2(C[C@]3([C@]4([C@]([C@](N3C)(C2)[H])([H])O4)[H])[H]).Br,200,http://www.selleckchem.com/products/Scopolamine-hydrobromide.html,Neuronal Signaling,,sample
SelleckChem007,SP0141-A,C15,GW3965 HCl,S2630,SW203823-2,10,m,15,3,179712994,618.51,405911-17-3,Liver X Receptor,GW3965 is a potent; selective LXRagonist for hLXR_ and hLXR_ with EC50 of 190 and 30 nM; respectively.,C1(=C(C=C(C=C1)OCCCN(CC2=CC=CC(=C2Cl)C(F)(F)F)CC(C3=CC=CC=C3)C4=CC=CC=C4)CC(=O)O).Cl,200,http://www.selleckchem.com/products/gw3965.html,Others,,sample
SelleckChem007,SP0141-A,C16,MK-2461,S2774,SW219905-1,10,m,16,3,192890570,495.55,917879-39-1,c-Met;PDGFR;FGFR,MK-2461 is a potent; multi-targeted inhibitor for c-Met(WT/mutants) with IC50 of 0.4-2.5 nM; less potent to Ron; Flt1; 8- to 30-fold greater selectivity of c-Met targets versus FGFR1; FGFR2; FGFR3; PDGFR_; KDR; Flt3; Flt4; TrkA; and TrkB. Phase 1/2.,,,,,,sample
SelleckChem007,SP0141-A,C17,S-Ruxolitinib (INCB018424),S2902,SW220207-1,10,m,17,3,192890978,306.37,941685-37-6,JAK,S-Ruxolitinib is the chirality of INCB018424; which is the first potent; selective; JAK1/2 inhibitor to enter the clinic with IC50 of 3.3 nM/2.8 nM; >130-fold selectivity for JAK1/2 versus JAK3. Phase 3.,N1C2=C(C(=NC=1)C3=CN(N=C3)[C@H](C4CCCC4)CC#N)C=CN2,199,http://www.selleckchem.com/products/s-ruxolitinib.html,JAK/STAT,,sample
SelleckChem007,SP0141-A,C18,Ornidazole,S3121,SW196758-4,10,m,18,3,192925603,219.63,16773-42-5,Others,Ornidazole is a 5-nitroimidazole derivative with antiprotozoal and antibacterial properties against anaerobic bacteria.,C1=C(N(C(=N1)C)CC(CCl)O)[N+](=O)[O-],200,http://www.selleckchem.com/products/ornidazole.html,Others,,sample
SelleckChem007,SP0141-A,C19,Estradiol Cypionate,S4046,SW219639-1,10,m,19,3,192881776,396.56,313-06-4,Estrogen/progestogen,Estradiol cypionate is the 17 _-cyclopentylpropinate ester of estradiol; which inhibits ET-1 synthesis via estrogen receptor.,C1=C(C=C2C(=C1)[C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@H](CC4)OC(=O)CCC5CCCC5)C)[H])[H])[H])O,79,www.selleckchem.com/products/estradiol-cypionate.html,Endocrinology & Hormones,,sample
SelleckChem007,SP0141-A,C20,Benzydamine HCl,S4165,SW196646-3,10,m,20,3,192920854,345.87,132-69-4,Others,Benzydamine hydrochloride is a topical nonsteroidal anti-inflammatory drug (NSAID) with anti-inflammatory; analgesic; antipyretic and local anesthetic activity.,C1(=CC=C2C(=C1)N(N=C2OCCCN(C)C)CC3=CC=CC=C3).Cl,199,http://www.selleckchem.com/products/benzydamine-hcl.html,Others,,sample
SelleckChem007,SP0141-A,C21,Diacerein,S4267,SW199355-2,10,m,21,3,192880028,368.29,13739-02-1,Others,Diacerein is an inhibitor of pro-inflammatory cytokine Interleukin-1B (IL-1B) production; prescribed for osteoarthritis and chronic inflammatory arthritis.,C12=C(C=C(C=C1OC(C)=O)C(O)=O)C(C3=C(C2=O)C(=CC=C3)OC(=O)C)=O,130.33,http://www.selleckchem.com/products/diacerein.html,Others,,sample
SelleckChem007,SP0141-A,C22,Dicyclomine HCl,S4373,SW197012-3,10,m,22,3,192917334,345.95,67-92-5,,,,,,,Does not exist on SelleckChem site,sample
SelleckChem007,SP0141-A,C23,,Bx,Bx-C23,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,C24,,Bx,Bx-C24,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D01,,Bx,Bx-D01,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D02,,Bx,Bx-D02,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D03,IWR-1-endo,S7086,SW219053-1,10,m,3,4,179709264,409.44,1127442-82-3,Wnt/beta-catenin,IWR-1 (endo-IWR 1) is a Wnt pathway inhibitor with IC50 of 180 nM; induces Axin2 protein levels and promotes _-catenin phosphorylation by stabilizing Axin-scaffolded destruction complexes.,[C@@]12([C@](C(N(C1=O)C3=CC=C(C=C3)C(=O)NC4=CC=CC5=C4N=CC=C5)=O)([C@H]6C=C[C@H]2C6)[H])C,73,http://www.selleckchem.com/products/iwr-1-endo.html,Stem Cells &  Wnt,,sample
SelleckChem007,SP0141-A,D04,CNX-774,S7257,SW219630-1,10,m,4,4,194483528,499.5,1202759-32-7,BTK,CNX-774 is an irreversible; orally active; and highly selective BTK inhibitor with IC50 of <1 nM.,C1=C(C=C(C=C1)NC(C=C)=O)NC2=C(C=NC(=N2)NC3=CC=C(C=C3)OC4=CC=NC(=C4)C(NC)=O)F,200,http://www.selleckchem.com/products/cnx-774.html,Angiogenesis,,sample
SelleckChem007,SP0141-A,D05,FPH1 (BRD-6125),S7451,SW220075-1,10,m,5,4,192917598,388.82,708219-39-0,Others,FPH1 (BRD-6125) is a small molecule; which promotes expansion of iPS-derived hepatocytes.,CC1=C(C=C(C=C1)Cl)N(CC(=O)NC2=C(C=CC=C2F)F)S(=O)(=O)C,200,http://www.selleckchem.com/products/fph1-brd-6125.html,Others,,sample
SelleckChem007,SP0141-A,D06,Pacritinib (SB1518),S8057,SW219864-1,10,m,6,4,179617872,472.58,937272-79-2,JAK,Pacritinib (SB1518) is a potent and selective inhibitor of Janus Kinase 2 (JAK2) and Fms-Like Tyrosine Kinase-3 (FLT3) with IC50s of 23 and 22 nM; respectively.,C1=CN=C2N=C1C3=CC(=CC=C3)COC/C=C/COCC4=CC(=CC=C4OCCN5CCCC5)N2,23,http://www.selleckchem.com/products/pacritinib-sb1518.html,JAK/STAT,,sample
SelleckChem007,SP0141-A,D07,,Bx,Bx-D07,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D08,,Bx,Bx-D08,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D09,,Bx,Bx-D09,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D10,,Bx,Bx-D10,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D11,,Bx,Bx-D11,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D12,,Bx,Bx-D12,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D13,,Bx,Bx-D13,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D14,,Bx,Bx-D14,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D15,,Bx,Bx-D15,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D16,,Bx,Bx-D16,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D17,,Bx,Bx-D17,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D18,,Bx,Bx-D18,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D19,,Bx,Bx-D19,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D20,,Bx,Bx-D20,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D21,,Bx,Bx-D21,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D22,,Bx,Bx-D22,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D23,,Bx,Bx-D23,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,D24,,Bx,Bx-D24,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,E01,,Bx,Bx-E01,,,,,,,,,,,,,,,vehicle_control
SelleckChem007,SP0141-A,E02,,Bx,Bx-E02,,,,,,,,,,,,,,,vehicle_control
