Plate Map,Well,Human Readable Name,MoleculeID,Concentration,unit,Well X,Well Y
SP40013,G13,Rapamycin,Rapamycin,0.015625,m,13,7
SP40013,G14,Binuclein,Binuclein,0.15625,m,14,7
SP40013,G15,Cytochalsin D,Cytochalsin D,0.15625,m,15,7
SP40013,G16,Tyrphostin 1,Tyrphostin 1,0.15625,m,16,7
SP40013,G17,LY-294002,LY-294002,0.15625,m,17,7
SP40013,G18,Wortmanin,Wortmanin,0.15625,m,18,7
SP40013,G19,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,0.15625,m,19,7
SP40013,G21,NSC-78502,NSC-78502,0.15625,m,21,7
SP40013,G22,Cycloheximide (NSC-185),Cycloheximide (NSC-185),0.15625,m,22,7
SP40013,G23,Anisomycin,Anisomycin,0.15625,m,23,7
SP40013,G24,Cantharidin,Cantharidin,0.15625,m,24,7
SP40013,H03,CAY10398,CAY10398,0.078125,m,3,8
SP40013,H04,Brefeldin A,Brefeldin A,0.078125,m,4,8
SP40013,H05,Benomyl,Benomyl,0.078125,m,5,8
SP40013,H06,Nocodazole,Nocodazole,0.078125,m,6,8
SP40013,H07,Griseofulvin,Griseofulvin,0.078125,m,7,8
SP40013,H08,Fijianolide,Fijianolide,0.0390625,m,8,8
SP40013,H09,Minlanimide C,Minlanimide C,0.078125,m,9,8
SP40013,H10,Jasplankinolide,Jasplankinolide,0.0390625,m,10,8
SP40013,H11,Latrunculin A,Latrunculin A,0.078125,m,11,8
SP40013,H13,Rapamycin,Rapamycin,0.0078125,m,13,8
SP40013,H14,Binuclein,Binuclein,0.078125,m,14,8
SP40013,H15,Cytochalsin D,Cytochalsin D,0.078125,m,15,8
SP40013,H16,Tyrphostin 1,Tyrphostin 1,0.078125,m,16,8
SP40013,H17,LY-294002,LY-294002,0.078125,m,17,8
SP40013,H18,Wortmanin,Wortmanin,0.078125,m,18,8
SP40013,H19,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,0.078125,m,19,8
SP40013,H21,NSC-78502,NSC-78502,0.078125,m,21,8
SP40013,H22,Cycloheximide (NSC-185),Cycloheximide (NSC-185),0.078125,m,22,8
SP40013,H23,Anisomycin,Anisomycin,0.078125,m,23,8
SP40013,H24,Cantharidin,Cantharidin,0.078125,m,24,8
SP40013,I02,Cantharidin,Cantharidin,10,m,2,9
SP40013,I03,Anisomycin,Anisomycin,10,m,3,9
SP40013,I04,Cycloheximide (NSC-185),Cycloheximide (NSC-185),10,m,4,9
SP40013,I05,NSC-78502,NSC-78502,10,m,5,9
SP40013,I07,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,10,m,7,9
SP40013,I08,Wortmanin,Wortmanin,10,m,8,9
SP40013,I09,LY 294002,LY 294002,10,m,9,9
SP40013,I10,Tyrphostin 1,Tyrphostin 1,10,m,10,9
SP40013,I11,Cytochalsin D,Cytochalsin D,10,m,11,9
SP40013,I13,Binuclein,Binuclein,10,m,13,9
SP40013,I14,Rapamycin,Rapamycin,1,m,14,9
SP40013,I15,Latrunculin A,Latrunculin A,10,m,15,9
SP40013,I16,Jasplankinolide,Jasplankinolide,5,m,16,9
SP40013,I17,Minlanimide C,Minlanimide C,10,m,17,9
SP40013,I18,Fijianolide,Fijianolide,5,m,18,9
SP40013,I19,Griseofulvin,Griseofulvin,10,m,19,9
SP40013,I20,Nocodazole,Nocodazole,10,m,20,9
SP40013,I21,Benomyl,Benomyl,10,m,21,9
SP40013,I22,Brefeldin A,Brefeldin A,10,m,22,9
SP40013,I23,CAY10398,CAY10398,10,m,23,9
SP40013,J02,Cantharidin,Cantharidin,5,m,2,10
SP40013,J03,Anisomycin,Anisomycin,5,m,3,10
SP40013,J04,Cycloheximide (NSC-185),Cycloheximide (NSC-185),5,m,4,10
SP40013,J05,NSC-78502,NSC-78502,5,m,5,10
SP40013,J07,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,5,m,7,10
SP40013,J08,Wortmanin,Wortmanin,5,m,8,10
SP40013,J09,LY 294002,LY 294002,5,m,9,10
SP40013,J10,Tyrphostin 1,Tyrphostin 1,5,m,10,10
SP40013,J11,Cytochalsin D,Cytochalsin D,5,m,11,10
SP40013,J13,Binuclein,Binuclein,5,m,13,10
SP40013,J14,Rapamycin,Rapamycin,0.5,m,14,10
SP40013,J15,Latrunculin A,Latrunculin A,5,m,15,10
SP40013,J16,Jasplankinolide,Jasplankinolide,2.5,m,16,10
SP40013,J17,Minlanimide C,Minlanimide C,5,m,17,10
SP40013,J18,Fijianolide,Fijianolide,2.5,m,18,10
SP40013,J19,Griseofulvin,Griseofulvin,5,m,19,10
SP40013,J20,Nocodazole,Nocodazole,5,m,20,10
SP40013,J21,Benomyl,Benomyl,5,m,21,10
SP40013,J22,Brefeldin A,Brefeldin A,5,m,22,10
SP40013,J23,CAY10398,CAY10398,5,m,23,10
SP40013,K02,Cantharidin,Cantharidin,2.5,m,2,11
SP40013,K03,Anisomycin,Anisomycin,2.5,m,3,11
SP40013,K04,Cycloheximide (NSC-185),Cycloheximide (NSC-185),2.5,m,4,11
SP40013,K05,NSC-78502,NSC-78502,2.5,m,5,11
SP40013,K07,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,2.5,m,7,11
SP40013,K08,Wortmanin,Wortmanin,2.5,m,8,11
SP40013,K09,LY 294002,LY 294002,2.5,m,9,11
SP40013,K10,Tyrphostin 1,Tyrphostin 1,2.5,m,10,11
SP40013,K11,Cytochalsin D,Cytochalsin D,2.5,m,11,11
SP40013,K13,Binuclein,Binuclein,2.5,m,13,11
SP40013,K14,Rapamycin,Rapamycin,0.25,m,14,11
SP40013,K15,Latrunculin A,Latrunculin A,2.5,m,15,11
SP40013,K16,Jasplankinolide,Jasplankinolide,1.25,m,16,11
SP40013,K17,Minlanimide C,Minlanimide C,2.5,m,17,11
SP40013,K18,Fijianolide,Fijianolide,1.25,m,18,11
SP40013,K19,Griseofulvin,Griseofulvin,2.5,m,19,11
SP40013,K20,Nocodazole,Nocodazole,2.5,m,20,11
SP40013,K21,Benomyl,Benomyl,2.5,m,21,11
SP40013,K22,Brefeldin A,Brefeldin A,2.5,m,22,11
SP40013,K23,CAY10398,CAY10398,2.5,m,23,11
SP40013,L02,Cantharidin,Cantharidin,1.25,m,2,12
SP40013,L03,Anisomycin,Anisomycin,1.25,m,3,12
SP40013,L04,Cycloheximide (NSC-185),Cycloheximide (NSC-185),1.25,m,4,12
SP40013,L05,NSC-78502,NSC-78502,1.25,m,5,12
SP40013,L07,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,1.25,m,7,12
SP40013,L08,Wortmanin,Wortmanin,1.25,m,8,12
SP40013,L09,LY 294002,LY 294002,1.25,m,9,12
SP40013,L10,Tyrphostin 1,Tyrphostin 1,1.25,m,10,12
SP40013,L11,Cytochalsin D,Cytochalsin D,1.25,m,11,12
SP40013,L13,Binuclein,Binuclein,1.25,m,13,12
SP40013,L14,Rapamycin,Rapamycin,0.125,m,14,12
SP40013,L15,Latrunculin A,Latrunculin A,1.25,m,15,12
SP40013,L16,Jasplankinolide,Jasplankinolide,0.625,m,16,12
SP40013,L17,Minlanimide C,Minlanimide C,1.25,m,17,12
SP40013,L18,Fijianolide,Fijianolide,0.625,m,18,12
SP40013,L19,Griseofulvin,Griseofulvin,1.25,m,19,12
SP40013,L20,Nocodazole,Nocodazole,1.25,m,20,12
SP40013,L21,Benomyl,Benomyl,1.25,m,21,12
SP40013,L22,Brefeldin A,Brefeldin A,1.25,m,22,12
SP40013,L23,CAY10398,CAY10398,1.25,m,23,12
SP40013,M02,Cantharidin,Cantharidin,0.625,m,2,13
SP40013,M03,Anisomycin,Anisomycin,0.625,m,3,13
SP40013,M04,Cycloheximide (NSC-185),Cycloheximide (NSC-185),0.625,m,4,13
SP40013,M05,NSC-78502,NSC-78502,0.625,m,5,13
SP40013,M07,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,0.625,m,7,13
SP40013,M08,Wortmanin,Wortmanin,0.625,m,8,13
SP40013,M09,LY 294002,LY 294002,0.625,m,9,13
SP40013,M10,Tyrphostin 1,Tyrphostin 1,0.625,m,10,13
SP40013,M11,Cytochalsin D,Cytochalsin D,0.625,m,11,13
SP40013,M13,Binuclein,Binuclein,0.625,m,13,13
SP40013,M14,Rapamycin,Rapamycin,0.0625,m,14,13
SP40013,M15,Latrunculin A,Latrunculin A,0.625,m,15,13
SP40013,M16,Jasplankinolide,Jasplankinolide,0.3125,m,16,13
SP40013,M17,Minlanimide C,Minlanimide C,0.625,m,17,13
SP40013,M18,Fijianolide,Fijianolide,0.3125,m,18,13
SP40013,M19,Griseofulvin,Griseofulvin,0.625,m,19,13
SP40013,M20,Nocodazole,Nocodazole,0.625,m,20,13
SP40013,M21,Benomyl,Benomyl,0.625,m,21,13
SP40013,M22,Brefeldin A,Brefeldin A,0.625,m,22,13
SP40013,M23,CAY10398,CAY10398,0.625,m,23,13
SP40013,N02,Cantharidin,Cantharidin,0.3125,m,2,14
SP40013,N03,Anisomycin,Anisomycin,0.3125,m,3,14
SP40013,N04,Cycloheximide (NSC-185),Cycloheximide (NSC-185),0.3125,m,4,14
SP40013,N05,NSC-78502,NSC-78502,0.3125,m,5,14
SP40013,N07,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,0.3125,m,7,14
SP40013,N08,Wortmanin,Wortmanin,0.3125,m,8,14
SP40013,N09,LY 294002,LY 294002,0.3125,m,9,14
SP40013,N10,Tyrphostin 1,Tyrphostin 1,0.3125,m,10,14
SP40013,N11,Cytochalsin D,Cytochalsin D,0.3125,m,11,14
SP40013,N13,Binuclein,Binuclein,0.3125,m,13,14
SP40013,N14,Rapamycin,Rapamycin,0.03125,m,14,14
SP40013,N15,Latrunculin A,Latrunculin A,0.3125,m,15,14
SP40013,N16,Jasplankinolide,Jasplankinolide,0.15625,m,16,14
SP40013,N17,Minlanimide C,Minlanimide C,0.3125,m,17,14
SP40013,N18,Fijianolide,Fijianolide,0.15625,m,18,14
SP40013,N19,Griseofulvin,Griseofulvin,0.3125,m,19,14
SP40013,N20,Nocodazole,Nocodazole,0.3125,m,20,14
SP40013,N21,Benomyl,Benomyl,0.3125,m,21,14
SP40013,N22,Brefeldin A,Brefeldin A,0.3125,m,22,14
SP40013,N23,CAY10398,CAY10398,0.3125,m,23,14
SP40013,O02,Cantharidin,Cantharidin,0.15625,m,2,15
SP40013,O03,Anisomycin,Anisomycin,0.15625,m,3,15
SP40013,O04,Cycloheximide (NSC-185),Cycloheximide (NSC-185),0.15625,m,4,15
SP40013,O05,NSC-78502,NSC-78502,0.15625,m,5,15
SP40013,O07,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,0.15625,m,7,15
SP40013,O08,Wortmanin,Wortmanin,0.15625,m,8,15
SP40013,O09,LY 294002,LY 294002,0.15625,m,9,15
SP40013,O10,Tyrphostin 1,Tyrphostin 1,0.15625,m,10,15
SP40013,O11,Cytochalsin D,Cytochalsin D,0.15625,m,11,15
SP40013,O13,Binuclein,Binuclein,0.15625,m,13,15
SP40013,O14,Rapamycin,Rapamycin,0.015625,m,14,15
SP40013,O15,Latrunculin A,Latrunculin A,0.15625,m,15,15
SP40013,O16,Jasplankinolide,Jasplankinolide,0.078125,m,16,15
SP40013,O17,Minlanimide C,Minlanimide C,0.15625,m,17,15
SP40013,O18,Fijianolide,Fijianolide,0.078125,m,18,15
SP40013,O19,Griseofulvin,Griseofulvin,0.15625,m,19,15
SP40013,O20,Nocodazole,Nocodazole,0.15625,m,20,15
SP40013,O21,Benomyl,Benomyl,0.15625,m,21,15
SP40013,O22,Brefeldin A,Brefeldin A,0.15625,m,22,15
SP40013,O23,CAY10398,CAY10398,0.15625,m,23,15
SP40013,P02,Cantharidin,Cantharidin,0.078125,m,2,16
SP40013,P03,Anisomycin,Anisomycin,0.078125,m,3,16
SP40013,P04,Cycloheximide (NSC-185),Cycloheximide (NSC-185),0.078125,m,4,16
SP40013,P05,NSC-78502,NSC-78502,0.078125,m,5,16
SP40013,P07,Z-Leu-Leu-Leu-al,Z-Leu-Leu-Leu-al,0.078125,m,7,16
SP40013,P08,Wortmanin,Wortmanin,0.078125,m,8,16
SP40013,P09,LY 294002,LY 294002,0.078125,m,9,16
SP40013,P10,Tyrphostin 1,Tyrphostin 1,0.078125,m,10,16
SP40013,P11,Cytochalsin D,Cytochalsin D,0.078125,m,11,16
SP40013,P13,Binuclein,Binuclein,0.078125,m,13,16
SP40013,P14,Rapamycin,Rapamycin,0.0078125,m,14,16
SP40013,P15,Latrunculin A,Latrunculin A,0.078125,m,15,16
SP40013,P16,Jasplankinolide,Jasplankinolide,0.0390625,m,16,16
SP40013,P17,Minlanimide C,Minlanimide C,0.078125,m,17,16
SP40013,P18,Fijianolide,Fijianolide,0.0390625,m,18,16
SP40013,P19,Griseofulvin,Griseofulvin,0.078125,m,19,16
SP40013,P20,Nocodazole,Nocodazole,0.078125,m,20,16
SP40013,P21,Benomyl,Benomyl,0.078125,m,21,16
SP40013,P22,Brefeldin A,Brefeldin A,0.078125,m,22,16
SP40013,P23,CAY10398,CAY10398,0.078125,m,23,16
