384 Plate ID,Plate Map,Well,Human Readable Name,Catalog No.,MoleculeID,Concentration,Unit,Well X,Well Y,Volume,Barcode,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,,Library
SelleckChem005,SP0139-A,A22,Alizapride HCl,S4257,Alizapride HCl,10,m,22,1,25,192948930,351.83,59338-87-3,hydrochloride,Others,,C12(=C(C=C(C(=C1)OC)C(NCC3N(CCC3)CC=C)=O)N=NN2).Cl,119,http://www.selleckchem.com/products/alizapride-hcl.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,A23,LPS_A23,,LPS_A23,,,23,1,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,A24,LPS_A24,,LPS_A24,,,24,1,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B03,Bambuterol HCl,S4277,Bambuterol HCl,10,m,3,2,25,192885040,403.9,81732-46-9,Salt,Adrenergic Receptor,"Bambuterol HCl is a potent _-adrenoceptor agonist; used in the treatment of asthma.
SelleckChem005,SP0139-A,B04,Proadifen HCl,S4381,Proadifen HCl,10,m,4,2,25,179606025,390.01,62-68-0,,,Blocks glibenclamide-sensitive K+ channels. Inhibits neuronal nitric oxide synthase and cytochrome P450,Cl.CCCC(C(=O)OCCN(CC)CC)(C1=CC=CC=C1)C1=CC=CC=C1,,,,,L1300-Selleck-FDA-Approved-Drug-Library
SelleckChem005,SP0139-A,B05,Anidulafungin (LY303366),S4286,Anidulafungin (LY303366),10,m,5,2,25,192917000,1140.24,166663-25-8,Free Base,Others,"Anidulafungin (LY303366); an echinocandin derivative; inhibits glucan synthase activity; used as an antifungal drug.
SelleckChem005,SP0139-A,B06,Bephenium Hydroxynaphthoate,S4389,Bephenium Hydroxynaphthoate,10,m,6,2,25,192959833,443.53,3818-50-6,Vermifuge,,,C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2.C1=CC=C2C=C(C(=CC2=C1)C(=O)O)[O-],,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B07,Meclofenamate Sodium,S4295,Meclofenamate Sodium,10,m,7,2,25,192864176,318.13,6385-02-0,Free Base,COX,"Meclofenamate Sodium is a dual COX-1/COX-2 inhibitor with IC50 of 40 nM and 50 nM; respectively; used in the treatment of joint; muscular pain; arthritis and dysmenorrhea. 
SelleckChem005,SP0139-A,B08,Lofexidine  HCl,S4400,Lofexidine  HCl,10,m,8,2,25,192956741,295.59,21498-08-8,Cardiovascular Disease,,Lofexidine; a derivative of clonidine; is a very potent agonist of ?2 adrenoceptors. Lofexidine is used as a treatment for withdrawl from heroin and other opiates; and as a short-activg anti-hypertensive agent.,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B09,Butacaine,S4310,Butacaine,10,m,9,2,25,194474349,306.44,149-16-6,Neurological Disease,,,CCCCN(CCCC)CCCOC(=O)C1=CC=C(C=C1)N,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B10,Quipazine Maleate,S4409,Quipazine Maleate,10,m,10,2,25,192918544,329.35,5786-68-5,Neurological Disease,,,C1NCCN(C1)C2=NC3=CC=CC=C3C=C2.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B11,Dibenzepine HCl,S4319,Dibenzepine HCl,10,m,11,2,25,192884921,331.84,315-80-0 ,Neurological Disease,,,CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C.Cl,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B12,JNK-IN-8,S4901,JNK-IN-8,10,m,12,2,25,179675974,507.59,1410880-22-6,Free Base,JNK,JNK-IN-8 is the first irreversible JNK inhibitor for JNK1; JNK2 and JNK4 with IC50 of 4.7 nM; 18.7 nM and 1 nM; >10-fold selectivity against MNK2; Fms and no inhibition to c-Kit; Met; PDGFR_.,C(C1C=C(C=CC=1)NC(/C=C/CN(C)C)=O)(=O)NC2C=C(C(=CC=2)NC3N=C(C=CN=3)C4C=NC=CC=4)C,100,www.selleckchem.com/products/jnk-in-8.html,MAPK,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B13,Meclocycline Sulfosalicylate ,S4331,Meclocycline Sulfosalicylate ,10,m,13,2,25,192884194,695.05,73816-42-9,Infection,,,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)/C(=C (/N)\O)/C1=O)O)O)O)Cl)O.C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B14,Fingolimod (FTY720) HCl,S5002,Fingolimod (FTY720) HCl,10,m,14,2,25,192965671,343.9,162359-56-0,hydrochloride,S1P Receptor,Fingolimod (FTY720) is a S1P antagonist with IC50 of 0.033 nM.,C1(=CC=C(C=C1)CCCCCCCC)CCC(CO)(N)CO.Cl,200,http://www.selleckchem.com/products/FTY720.html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B15,Meticrane,S4339,Meticrane,10,m,15,2,25,192956716,275.34,1084-65-7,Cardiovascular Disease,,,CC1=C(C=C2C(=C1)CCCS2(=O)=O)S(=O)(=O)N,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B16,PP2,S7008,PP2,10,m,16,2,25,192961898,301.77,172889-27-9,free base,Src,PP2 is Src family kinase inhibitor; potently inhibits Lck/Fyn with IC50 of 4 nM/5 nM; ~100-fold less potent to EGFR; inactive for ZAP-70; JAK2 and PKA.,N1=CN=C2C(=C1N)C(=NN2C(C)(C)C)C3=CC=C(C=C3)Cl,198,https://www.selleckchem.com/products/pp2.html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B17,Pipenzolate Bromide,S4347,Pipenzolate Bromide,10,m,17,2,25,192901819,434.37,125-51-9,Neurological Disease,,,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B18,IPI-145 (INK1197),S7028,IPI-145 (INK1197),10,m,18,2,25,179607500,416.86,1201438-56-3,free base,PI3K,IPI-145 (INK1197) is a novel and selective PI3K _/_ inhibitor with Ki and IC50 of 23 pM/243 pM and 1 nM/50 nM; highly selective for PI3K _/_ than other protein kinases. Phase 2.,C1=CC=C2C(=C1Cl)C(N(C(=C2)[C@H](C)NC3=NC=NC4=C3N=CN4)C5=CC=CC=C5)=O,201,http://www.selleckchem.com/products/ipi-145-ink1197.html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B19,Thonzonium Bromide,S4355,Thonzonium Bromide,10,m,19,2,25,192901384,591.71,553-08-2,Infection,,,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.Br,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B20,Brefeldin A ,S7046,Brefeldin A ,10,m,20,2,25,192946675,280.36,20350-15-6,free base,ATPase;Autophagy,Brefeldin A is a lactone antibiotic and ATPase inhibitor for protein transport with IC50 of 0.2 _M in HCT 116 cells; induces cancer cell differentiation and apoptosis.,C1C[C@@H](OC(/C=C/[C@H]([C@]2([C@](/C=C/C1)(C[C@@H](C2)O)[H])[H])O)=O)C,14,http://www.selleckchem.com/products/brefeldin-a.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B21,Noscapine HCl,S4363,Noscapine HCl,10,m,21,2,25,179607842,449.88,912-60-7,Cancer,,,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3.Cl,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B22,MK-8745,S7065,MK-8745,10,m,22,2,25,179605993,431.91,885325-71-3,free base,Aurora Kinase,MK-8745 is a potent and selective Aurora A inhibitor with IC50 of 0.6 nM; more than 450-fold selectivity for Aurora A over Aurora B.,C1(=CC=CC(=C1F)C(N2CCN(CC2)CC3=CC=CC(=N3)NC4=NC=CS4)=O)Cl,199,http://www.selleckchem.com/products/mk-8745.html,Cell Cycle,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B23,LPS_B23,,LPS_B23,,,23,2,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,B24,LPS_B24,,LPS_B24,,,24,2,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C03,Retapamulin,S4056,Retapamulin,10,m,3,3,25,192880668,517.76,224452-66-8,free base,Others,Retapamulin is a topical antibiotic; which binds to both E. coli and S. aureus ribosomes with similar potencies with Kd of 3 nM.,[C@]12(CC[C@@](N1C)(C[C@H](C2)SCC(O[C@@H]3C[C@]([C@H]([C@@H]([C@]45[C@]([C@@]3(C)[C@H](CC4)C)(C(CC5)=O)[H])C)O)(C)C=C)=O)[H])[H],200,http://www.selleckchem.com/products/retapamulin.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C04,Sulfaguanidine,S4175,Sulfaguanidine,10,m,4,3,25,192920348,214.24,57-67-0,free base,Others,Sulfaguanidine is a sulfonamide used as an anti-infective agent.,C1(S(=O)(=O)NC(=N)N)=CC=C(C=C1)N,200,http://www.selleckchem.com/products/sulfaguanidine.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C05,Guanabenz Acetate,S4065,Guanabenz Acetate,10,m,5,3,25,179619423,291.13,23256-50-0,acetate,Adrenergic Receptor,Guanabenz Acetate is an selective agonist of _2a-adrenergic receptor; _2b-adrenergic receptor and _2c-adrenergic receptor with pEC50 of 8.25; 7.01 and ~5; respectively.,C1(=CC=C(C(=C1Cl)/C=N/NC(N)=N)Cl).CC(O)=O,199,http://www.selleckchem.com/products/guanabenz-wy-8678-acetate.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C06,Tiratricol,s4185,Tiratricol,10,m,6,3,25,192872530,621.93,51-24-1,free base,Others,Tiratricol (also known as TRIAC or triiodothyroacetic acid) is a thyroid hormone analogue.,C1(=CC=C(C=C1I)OC2=C(C=C(C=C2I)CC(O)=O)I)O,160,http://www.selleckchem.com/products/tiratricol.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C07,Propranolol HCl,S4076,Propranolol HCl,10,m,7,3,25,179619389,295.8,318-98-9,hydrochloride,Adrenergic Receptor,Propranolol HCl is a competitive non-selective beta-adrenergic receptors inhibitor with IC50 of 12 nM.,C1(=CC=C2C(=C1)C(=CC=C2)OCC(CNC(C)C)O).Cl,199,http://www.selleckchem.com/products/propranolol-hcl.html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C08,Azaguanine-8,S4194,Azaguanine-8,10,m,8,3,25,192871478,152.11,134-58-7,free base,Others,Azaguanine-8 is a purine analogs showing antineoplastic activity by competing with guanine in the metabolism. ,C1(NC(C2=C(N=1)NN=N2)=O)N,39,http://www.selleckchem.com/products/azaguanine-8.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C09,Levobetaxolol HCl,S4085,Levobetaxolol HCl,10,m,9,3,25,192894971,343.89,116209-55-3,hydrochloride,Others,Levobetaxolol exhibits a higher affinity at cloned human _1 and _2 receptors with Ki value of 0.76 nM and 32.6 nM; respectively.,C1(C=CC(=CC=1)CCOCC2CC2)OC[C@H](CNC(C)C)O.Cl,200,http://www.selleckchem.com/products/levobetaxolol-hcl.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C10,Verapamil HCl,S4202,Verapamil HCl,10,m,10,3,25,192892534,491.06,152-11-4,hydrochloride,Others,Verapamil HCl is an L-type calcium channel blocker that is a class IV anti-arrhythmia agent.,Cl.C1=C(C=C(C(=C1)OC)OC)C(CCCN(C)CCC2=CC=C(C(=C2)OC)OC)(C#N)C(C)C,199,http://www.selleckchem.com/products/verapami-hcl.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C11,Droperidol,S4096,Droperidol,10,m,11,3,25,192941788,379.43,548-73-2,free base,Others,Droperidol is a potent antagonist of dopamine subtype 2 receptors in the limbic system.,C1C=CC2=C(C=1)NC(N2C3CCN(CC=3)CCCC(=O)C4=CC=C(C=C4)F)=O,200,http://www.selleckchem.com/products/droperidol.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C12,Benzocaine,S4210,Benzocaine,10,m,12,3,25,179602990,165.19,94-09-7,free base,Others,Benzocaine is the ethyl ester of p-aminobenzoic acid (PABA); it is a local anesthetic commonly used as a topical pain reliever or in cough drops.,C1(=CC=C(C=C1)C(=O)OCC)N,199,http://www.selleckchem.com/products/benzocaine.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C13,Closantel Sodium,S4105,Closantel Sodium,10,m,13,3,25,194469353,685.06,61438-64-0,free base,Others,Closantel is gram positive antibacterial activity inhibitor; inhibiting the KinA/Spo0F system with IC50 of 3.8 _M.,C1(C(C2=CC=C(C=C2)Cl)C#N)(C(=CC(=C(C=1)C)NC(C3C(=C(C=C(C=3)I)I)[O-])=O)Cl).[Na+],145.97,http://www.selleckchem.com/products/closantel-sodium.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C14,Benzbromarone,S4221,Benzbromarone,10,m,14,3,25,192932819,424.08,3562-84-3,free base,Others,Benzbromarone is a CYP2C9 inhibitor; it binds to CYP2C9 with Ki value of 19.3 nM.,C1(C2=C(C=CC=C2)OC=1CC)C(C3=CC(=C(C(=C3)Br)O)Br)=O,200,http://www.selleckchem.com/products/benzbromarone.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C15,Triclabendazole,S4114,Triclabendazole,10,m,15,3,25,179619211,359.66,68786-66-3,free base,Others,Triclabendazole is a benzimidazole; it binds to tubulin impairing intracellular transport mechanisms and interferes with protein synthesis.,C1=C(C(=C(C=C1)OC2=CC3=C(C=C2Cl)NC(=N3)SC)Cl)Cl,200,http://www.selleckchem.com/products/triclabendazole.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C16,Oxaprozin,S4230,Oxaprozin,10,m,16,3,25,192909656,293.32,21256-18-8,free base,Others,Oxaprozin is a non-narcotic; non-steroidal anti-inflammatory drug (NSAID) used to relieve the inflammation; swelling; stiffness; and joint pain associated with osteoarthritis and rheumatoid arthritis.,C1(=C(N=C(O1)CCC(=O)O)C2=CC=CC=C2)C3=CC=CC=C3,201,http://www.selleckchem.com/products/oxaprozin.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C17,Sodium Phenylbutyrate,S4125,Sodium Phenylbutyrate,10,m,17,3,25,179619372,186.18,1716-12-7,free base,HDAC,Sodium Phenylbutyrate is a transcriptional regulators that act by altering chromatin structure via the modulation of HDAC activity. ,C(CCCC1C=CC=CC=1)(=O)O[Na],42,https://www.selleckchem.com/products/sodium-phenylbutyrate.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C18,Doxylamine Succinate,S4240,Doxylamine Succinate,10,m,18,3,25,192941424,388.46,562-10-7,succinate,Others,Doxylamine succinate competitively inhibits histamine at H1 receptors with substantial sedative and anticholinergic effects.,C1(=CC(=CC=C1)C(C2=CC=CC=N2)(C)OCCN(C)C).C(CCC(=O)O)(=O)O,200,http://www.selleckchem.com/products/doxylamine-succinate.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C19,Dinitolmide ,S4141,Dinitolmide ,10,m,19,3,25,192948387,225.16,148-01-6,Free Base,Others,Dinitolmide is a broad-spectrum anticoccidial drug.,C1(=C(C(=CC(=C1)[N+]([O-])=O)[N+](=O)[O-])C)C(=O)N,199.86,www.selleckchem.com/products/dinitolmide-zoalene.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C20,Flopropione,S4249,Flopropione,10,m,20,3,25,192948942,182.17,2295-58-1,free base,Others,Flopropione is a spasmolytic or antispasmodic agent; and acts as a 5-HT1A receptor antagonist.,C1(=C(C=C(C=C1O)O)O)C(CC)=O,197,http://www.selleckchem.com/products/flopropione.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C21,Ethamsylate,S4152,Ethamsylate,10,m,21,3,25,192932035,263.31,2624-44-4,free base,Others,Ethamsylate is a haemostatic drug; which inhibits biosynthesis and action of prostaglandins; and increases capillary endothelial resistance as and platelet adhesion.,C1(C(=CC=C(C=1)O)O)S(O)(=O)=O.N(CC)CC,201,http://www.selleckchem.com/products/ethamsylate.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C22,Luliconazole,S4258,Luliconazole,10,m,22,3,25,192916416,354.28,187164-19-8,free base,Others,Luliconazole is a broad-spectrum antifungal drug.,C1([C@H]2S/C(=C(/N3C=CN=C3)C#N)SC2)C(=CC(=CC=1)Cl)Cl,200.41,http://www.selleckchem.com/products/luliconazole.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C23,LPS_C23,,LPS_C23,,,23,3,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,C24,LPS_C24,,LPS_C24,,,24,3,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem005,SP0139-A,D03,Carteolol HCl,S4278,Carteolol HCl,10,m,3,4,25,192885013,328.83,51781-21-6,Salt,Adrenergic Receptor,"Carteolol HCl is a _-adrenoceptor antagonist; used for the treatment of glaucoma.
SelleckChem005,SP0139-A,D04,Pyrilamine Maleate,S4382,Pyrilamine Maleate,10,m,4,4,25,179606071,401.46,59-33-6,Neurological Disease,,,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,,,,,L1300-Selleck-FDA-Approved-Drug-Library
