384_Plate_ID,Plate Map,Well,Human_Readable_Name,MoleculeID,Concentration,Unit,Well_X,Well_Y
HiFan_Botanicals_and_Crudes,SP20304,F11,SENNOSIDE A,SENNOSIDE_A,10.0,mM,11,6
HiFan_Botanicals_and_Crudes,SP20304,F12,GENIPOSIDE,GENIPOSIDE,10.0,mM,12,6
HiFan_Botanicals_and_Crudes,SP20304,F13,SCOPOLETIN ,SCOPOLETIN,10.0,mM,13,6
HiFan_Botanicals_and_Crudes,SP20304,F14,FRIEDELIN,FRIEDELIN,10.0,mM,14,6
HiFan_Botanicals_and_Crudes,SP20304,F15,SCOPOLAMINE HYDROBROMIDE TRIHYDRATE,SCOPOLAMINE_HYDROBROMIDE_TRIHYDRATE,10.0,mM,15,6
HiFan_Botanicals_and_Crudes,SP20304,F16,FORSKOLIN,FORSKOLIN,10.0,mM,16,6
HiFan_Botanicals_and_Crudes,SP20304,F17,SCLAREOLIDE2,SCLAREOLIDE2,10.0,mM,17,6
HiFan_Botanicals_and_Crudes,SP20304,F18,EUPHORBIASTEROID,EUPHORBIASTEROID,10.0,mM,18,6
HiFan_Botanicals_and_Crudes,SP20304,F19,SALICIN ,SALICIN,10.0,mM,19,6
HiFan_Botanicals_and_Crudes,SP20304,F20,EVODIAMINE,EVODIAMINE,10.0,mM,20,6
HiFan_Botanicals_and_Crudes,SP20304,F21,SAKURANETIN,SAKURANETIN,10.0,mM,21,6
HiFan_Botanicals_and_Crudes,SP20304,F22,ERYTHRODIOL,ERYTHRODIOL,10.0,mM,22,6
HiFan_Botanicals_and_Crudes,SP20304,G01,LPS_J24,LPS_J24,,,1,7
HiFan_Botanicals_and_Crudes,SP20304,G02,LPS_J23,LPS_J23,,,2,7
HiFan_Botanicals_and_Crudes,SP20304,G04,HC08C,HC08C,10.0,mg_mL,4,7
HiFan_Botanicals_and_Crudes,SP20304,G06,HC08B,HC08B,10.0,mg_mL,6,7
HiFan_Botanicals_and_Crudes,SP20304,G08,HC08A,HC08A,10.0,mg_mL,8,7
HiFan_Botanicals_and_Crudes,SP20304,G10,HC07C,HC07C,10.0,mg_mL,10,7
HiFan_Botanicals_and_Crudes,SP20304,G12,HC07B,HC07B,10.0,mg_mL,12,7
HiFan_Botanicals_and_Crudes,SP20304,G14,HC07A,HC07A,10.0,mg_mL,14,7
HiFan_Botanicals_and_Crudes,SP20304,G16,HC06C,HC06C,10.0,mg_mL,16,7
HiFan_Botanicals_and_Crudes,SP20304,G18,HC06B,HC06B,10.0,mg_mL,18,7
HiFan_Botanicals_and_Crudes,SP20304,G20,HC06A,HC06A,10.0,mg_mL,20,7
HiFan_Botanicals_and_Crudes,SP20304,G22,HC05C,HC05C,10.0,mg_mL,22,7
HiFan_Botanicals_and_Crudes,SP20304,H01,LPS_I24,LPS_I24,,,1,8
HiFan_Botanicals_and_Crudes,SP20304,H02,LPS_I23,LPS_I23,,,2,8
HiFan_Botanicals_and_Crudes,SP20304,H03,SAIKOSAPONIN C,SAIKOSAPONIN_C,10.0,mM,3,8
HiFan_Botanicals_and_Crudes,SP20304,H04,EPIGALLOCATECHIN GALLATE; (-),EPIGALLOCATECHIN_GALLATE;_(-),10.0,mM,4,8
HiFan_Botanicals_and_Crudes,SP20304,H05,RUTIN TRIHYDRATE ,RUTIN_TRIHYDRATE,10.0,mM,5,8
HiFan_Botanicals_and_Crudes,SP20304,H06,EPIGALLOCATECHIN; (-)-,EPIGALLOCATECHIN;_(-)-,10.0,mM,6,8
HiFan_Botanicals_and_Crudes,SP20304,H07,RUTAECARPINE,RUTAECARPINE,10.0,mM,7,8
HiFan_Botanicals_and_Crudes,SP20304,H08,EPICATECHIN GALLATE; (-),EPICATECHIN_GALLATE;_(-),10.0,mM,8,8
HiFan_Botanicals_and_Crudes,SP20304,H09,REBAUDIOSIDE G,REBAUDIOSIDE_G,10.0,mM,9,8
HiFan_Botanicals_and_Crudes,SP20304,H10,EPICATECHIN; (-)- ,EPICATECHIN;_(-)-,10.0,mM,10,8
HiFan_Botanicals_and_Crudes,SP20304,H11,REBAUDIOSIDE E,REBAUDIOSIDE_E,10.0,mM,11,8
HiFan_Botanicals_and_Crudes,SP20304,H12,EMODIN,EMODIN,10.0,mM,12,8
HiFan_Botanicals_and_Crudes,SP20304,H13,REBAUDIOSIDE M,REBAUDIOSIDE_M,10.0,mM,13,8
HiFan_Botanicals_and_Crudes,SP20304,H14,EMBELIN,EMBELIN,10.0,mM,14,8
HiFan_Botanicals_and_Crudes,SP20304,H15,REBAUDIOSIDE N,REBAUDIOSIDE_N,10.0,mM,15,8
HiFan_Botanicals_and_Crudes,SP20304,H16,ELLAGIC ACID2,ELLAGIC_ACID2,10.0,mM,16,8
HiFan_Botanicals_and_Crudes,SP20304,H17,REBAUDIOSIDE D,REBAUDIOSIDE_D,10.0,mM,17,8
HiFan_Botanicals_and_Crudes,SP20304,H18,ECHINACOSIDE,ECHINACOSIDE,10.0,mM,18,8
HiFan_Botanicals_and_Crudes,SP20304,H19,REBAUDIOSIDE C,REBAUDIOSIDE_C,10.0,mM,19,8
HiFan_Botanicals_and_Crudes,SP20304,H20,ECDYSONE; BETA,ECDYSONE;_BETA,10.0,mM,20,8
HiFan_Botanicals_and_Crudes,SP20304,H21,REBAUDIOSIDE A(Rebiana),REBAUDIOSIDE_A(Rebiana),10.0,mM,21,8
HiFan_Botanicals_and_Crudes,SP20304,H22,DULCOSIDE A,DULCOSIDE_A,10.0,mM,22,8
HiFan_Botanicals_and_Crudes,SP20304,I01,LPS_H24,LPS_H24,,,1,9
HiFan_Botanicals_and_Crudes,SP20304,I02,LPS_H23,LPS_H23,,,2,9
HiFan_Botanicals_and_Crudes,SP20304,I04,HC05B,HC05B_rep1,10.0,mg_mL,4,9
HiFan_Botanicals_and_Crudes,SP20304,I06,HC05A,HC05A,10.0,mg_mL,6,9
HiFan_Botanicals_and_Crudes,SP20304,I07,OH01_F10_F5,OH01_F10_F5,1.0,mg_mL,7,9
HiFan_Botanicals_and_Crudes,SP20304,I08,HC04C,HC04C,10.0,mg_mL,8,9
HiFan_Botanicals_and_Crudes,SP20304,I09,OH01_F10_F4,OH01_F10_F4,1.0,mg_mL,9,9
HiFan_Botanicals_and_Crudes,SP20304,I10,HC04B,HC04B,10.0,mg_mL,10,9
HiFan_Botanicals_and_Crudes,SP20304,I11,OH01_F10_F3,OH01_F10_F3,1.0,mg_mL,11,9
HiFan_Botanicals_and_Crudes,SP20304,I12,HC04A,HC04A,10.0,mg_mL,12,9
HiFan_Botanicals_and_Crudes,SP20304,I13,OH01_F10_F2,OH01_F10_F2,1.0,mg_mL,13,9
HiFan_Botanicals_and_Crudes,SP20304,I14,HC03C,HC03C,10.0,mg_mL,14,9
HiFan_Botanicals_and_Crudes,SP20304,I15,OH01_F10_F1,OH01_F10_F1,1.0,mg_mL,15,9
HiFan_Botanicals_and_Crudes,SP20304,I16,HC03B,HC03B,10.0,mg_mL,16,9
HiFan_Botanicals_and_Crudes,SP20304,I17,OH01_F18,OH01_F18,1.0,mg_mL,17,9
HiFan_Botanicals_and_Crudes,SP20304,I18,HC03A,HC03A,10.0,mg_mL,18,9
HiFan_Botanicals_and_Crudes,SP20304,I19,OH01_F17,OH01_F17,1.0,mg_mL,19,9
HiFan_Botanicals_and_Crudes,SP20304,I20,HC02C,HC02C,10.0,mg_mL,20,9
HiFan_Botanicals_and_Crudes,SP20304,I21,OH01_F16,OH01_F16,1.0,mg_mL,21,9
HiFan_Botanicals_and_Crudes,SP20304,I22,HC02B,HC02B,10.0,mg_mL,22,9
HiFan_Botanicals_and_Crudes,SP20304,J01,LPS_G24,LPS_G24,,,1,10
HiFan_Botanicals_and_Crudes,SP20304,J02,LPS_G23,LPS_G23,,,2,10
HiFan_Botanicals_and_Crudes,SP20304,J03,RESVERATROL,RESVERATROL,10.0,mM,3,10
HiFan_Botanicals_and_Crudes,SP20304,J04,DIGITOXIN,DIGITOXIN,10.0,mM,4,10
HiFan_Botanicals_and_Crudes,SP20304,J05,SCLAREOL2,SCLAREOL2,10.0,mM,5,10
HiFan_Botanicals_and_Crudes,SP20304,J06,DAIDZIN,DAIDZIN,10.0,mM,6,10
HiFan_Botanicals_and_Crudes,SP20304,J07,QUERCITRIN,QUERCITRIN,10.0,mM,7,10
HiFan_Botanicals_and_Crudes,SP20304,J08,DAIDZEIN,DAIDZEIN,10.0,mM,8,10
HiFan_Botanicals_and_Crudes,SP20304,J09,QUERCETIN ,QUERCETIN,10.0,mM,9,10
HiFan_Botanicals_and_Crudes,SP20304,J10,CYCLOASTRAGENOL,CYCLOASTRAGENOL,10.0,mM,10,10
HiFan_Botanicals_and_Crudes,SP20304,J11,PUNICALAGINS A&B,PUNICALAGINS_A&B,10.0,mM,11,10
HiFan_Botanicals_and_Crudes,SP20304,J12,CUCURBITACIN E,CUCURBITACIN_E,10.0,mM,12,10
HiFan_Botanicals_and_Crudes,SP20304,J13,POLYDATIN(PICEID),POLYDATIN(PICEID),10.0,mM,13,10
HiFan_Botanicals_and_Crudes,SP20304,J14,APIGENIN-7-O-GLUCOSIDE(COSMOSIIN),APIGENIN-7-O-GLUCOSIDE(COSMOSIIN),10.0,mM,14,10
HiFan_Botanicals_and_Crudes,SP20304,J15,PIPERLONGUMINE,PIPERLONGUMINE,10.0,mM,15,10
HiFan_Botanicals_and_Crudes,SP20304,J16,COSTUNOLIDE,COSTUNOLIDE,10.0,mM,16,10
HiFan_Botanicals_and_Crudes,SP20304,J17,PUERARIN,PUERARIN,10.0,mM,17,10
HiFan_Botanicals_and_Crudes,SP20304,J18,CORYNOLINE,CORYNOLINE,10.0,mM,18,10
HiFan_Botanicals_and_Crudes,SP20304,J19,PROTOPANAXADIOL; (20R),PROTOPANAXADIOL;_(20R),10.0,mM,19,10
HiFan_Botanicals_and_Crudes,SP20304,J20,CORILAGIN,CORILAGIN,10.0,mM,20,10
HiFan_Botanicals_and_Crudes,SP20304,J21,PECTOLINARIN,PECTOLINARIN,10.0,mM,21,10
HiFan_Botanicals_and_Crudes,SP20304,J22,COPTISINE,COPTISINE,10.0,mM,22,10
HiFan_Botanicals_and_Crudes,SP20304,K01,LPS_F24,LPS_F24,,,1,11
HiFan_Botanicals_and_Crudes,SP20304,K02,LPS_F23,LPS_F23,,,2,11
HiFan_Botanicals_and_Crudes,SP20304,K03,OH01_F15,OH01_F15,1.0,mg_mL,3,11
HiFan_Botanicals_and_Crudes,SP20304,K04,HC02A,HC02A,10.0,mg_mL,4,11
HiFan_Botanicals_and_Crudes,SP20304,K05,OH01_F14,OH01_F14,1.0,mg_mL,5,11
HiFan_Botanicals_and_Crudes,SP20304,K06,HC01C,HC01C,10.0,mg_mL,6,11
HiFan_Botanicals_and_Crudes,SP20304,K07,OH01_F13,OH01_F13,1.0,mg_mL,7,11
HiFan_Botanicals_and_Crudes,SP20304,K08,HC01B,HC01B,10.0,mg_mL,8,11
HiFan_Botanicals_and_Crudes,SP20304,K09,OH01_F12,OH01_F12,1.0,mg_mL,9,11
HiFan_Botanicals_and_Crudes,SP20304,K10,HC01A,HC01A,10.0,mg_mL,10,11
HiFan_Botanicals_and_Crudes,SP20304,K11,OH01_F11,OH01_F11,1.0,mg_mL,11,11
HiFan_Botanicals_and_Crudes,SP20304,K12,AA03C,AA03C,10.0,mg_mL,12,11
HiFan_Botanicals_and_Crudes,SP20304,K13,OH01_F10,OH01_F10,1.0,mg_mL,13,11
HiFan_Botanicals_and_Crudes,SP20304,K14,AA03B,AA03B,10.0,mg_mL,14,11
HiFan_Botanicals_and_Crudes,SP20304,K15,OH01_F9,OH01_F9,1.0,mg_mL,15,11
HiFan_Botanicals_and_Crudes,SP20304,K16,AA03A,AA03A,10.0,mg_mL,16,11
HiFan_Botanicals_and_Crudes,SP20304,K17,OH01_F8,OH01_F8,1.0,mg_mL,17,11
HiFan_Botanicals_and_Crudes,SP20304,K18,AA02C,AA02C,10.0,mg_mL,18,11
HiFan_Botanicals_and_Crudes,SP20304,K19,OH01_F7,OH01_F7,1.0,mg_mL,19,11
HiFan_Botanicals_and_Crudes,SP20304,K20,AA02B,AA02B,10.0,mg_mL,20,11
HiFan_Botanicals_and_Crudes,SP20304,K21,OH01_F6,OH01_F6,1.0,mg_mL,21,11
HiFan_Botanicals_and_Crudes,SP20304,K22,AA02A,AA02A,10.0,mg_mL,22,11
HiFan_Botanicals_and_Crudes,SP20304,L01,LPS_E24,LPS_E24,,,1,12
HiFan_Botanicals_and_Crudes,SP20304,L02,LPS_E23,LPS_E23,,,2,12
HiFan_Botanicals_and_Crudes,SP20304,L03,PARTHENOLIDE,PARTHENOLIDE,10.0,mM,3,12
HiFan_Botanicals_and_Crudes,SP20304,L04,CONIFERALDEHYDE2,CONIFERALDEHYDE2,10.0,mM,4,12
HiFan_Botanicals_and_Crudes,SP20304,L05,PALATINOSE,PALATINOSE,10.0,mM,5,12
HiFan_Botanicals_and_Crudes,SP20304,L06,CINCHONINE,CINCHONINE,10.0,mM,6,12
HiFan_Botanicals_and_Crudes,SP20304,L07,OXYMATRINE,OXYMATRINE,10.0,mM,7,12
HiFan_Botanicals_and_Crudes,SP20304,L08,CHELERYTHRINE CHLORIDE,CHELERYTHRINE_CHLORIDE,10.0,mM,8,12
HiFan_Botanicals_and_Crudes,SP20304,L09,ORIENTIN,ORIENTIN,10.0,mM,9,12
HiFan_Botanicals_and_Crudes,SP20304,L10,CHAMISSONOLIDE,CHAMISSONOLIDE,10.0,mM,10,12
HiFan_Botanicals_and_Crudes,SP20304,L11,NEOHESPERIDIN DIHYDROCHALCONE,NEOHESPERIDIN_DIHYDROCHALCONE,10.0,mM,11,12
HiFan_Botanicals_and_Crudes,SP20304,L12,CEPHALOMANNINE,CEPHALOMANNINE,10.0,mM,12,12
HiFan_Botanicals_and_Crudes,SP20304,L13,NARINGIN,NARINGIN,10.0,mM,13,12
HiFan_Botanicals_and_Crudes,SP20304,L14,CELASTROL,CELASTROL,10.0,mM,14,12
HiFan_Botanicals_and_Crudes,SP20304,L15,NARINGENIN,NARINGENIN,10.0,mM,15,12
HiFan_Botanicals_and_Crudes,SP20304,L16,CASTICIN,CASTICIN,10.0,mM,16,12
HiFan_Botanicals_and_Crudes,SP20304,L17,MITRAPHYLLINE,MITRAPHYLLINE,10.0,mM,17,12
HiFan_Botanicals_and_Crudes,SP20304,L18,CARNOSIC ACID,CARNOSIC_ACID,10.0,mM,18,12
HiFan_Botanicals_and_Crudes,SP20304,L19,MANGOSTIN; ALPHA,MANGOSTIN;_ALPHA,10.0,mM,19,12
HiFan_Botanicals_and_Crudes,SP20304,L20,CAMPTOTHECIN,CAMPTOTHECIN,10.0,mM,20,12
HiFan_Botanicals_and_Crudes,SP20304,L21,MANGIFERIN,MANGIFERIN,10.0,mM,21,12
HiFan_Botanicals_and_Crudes,SP20304,L22,KETO-B-BOSWELLIC ACID; 11,KETO-B-BOSWELLIC_ACID;_11,10.0,mM,22,12
HiFan_Botanicals_and_Crudes,SP20304,M01,LPS_D24,LPS_D24,,,1,13
HiFan_Botanicals_and_Crudes,SP20304,M02,LPS_D23,LPS_D23,,,2,13
HiFan_Botanicals_and_Crudes,SP20304,M03,OH01_F5,OH01_F5,1.0,mg_mL,3,13
HiFan_Botanicals_and_Crudes,SP20304,M04,AA01C,AA01C,10.0,mg_mL,4,13
HiFan_Botanicals_and_Crudes,SP20304,M05,OH01_F4,OH01_F4,1.0,mg_mL,5,13
HiFan_Botanicals_and_Crudes,SP20304,M06,AA01B,AA01B,10.0,mg_mL,6,13
HiFan_Botanicals_and_Crudes,SP20304,M07,OH01_F3,OH01_F3,1.0,mg_mL,7,13
HiFan_Botanicals_and_Crudes,SP20304,M08,AA01A,AA01A,10.0,mg_mL,8,13
HiFan_Botanicals_and_Crudes,SP20304,M09,OH01_F2,OH01_F2,1.0,100_ug_ul,9,13
HiFan_Botanicals_and_Crudes,SP20304,M10,OH-EtOH-dried,OH-EtOH-dried,10.0,100_ug_ul,10,13
HiFan_Botanicals_and_Crudes,SP20304,M11,OH01_F1,OH01_F1,1.0,g_10mL,11,13
HiFan_Botanicals_and_Crudes,SP20304,M12,OH-Fresh-water-extract,OH-Fresh-water-extract,10.0,g_10mL,12,13
HiFan_Botanicals_and_Crudes,SP20304,M13,JN02A,JN02A,1.0,mg_mL,13,13
HiFan_Botanicals_and_Crudes,SP20304,M14,OH-water-dry-extract,OH-water-dry-extract,1.0,g_10mL,14,13
HiFan_Botanicals_and_Crudes,SP20304,M15,MO01A,MO01A,10.0,mg_mL,15,13
HiFan_Botanicals_and_Crudes,SP20304,M16,RLUS-2088-D2,RLUS-2088-D2,10.0,mM,16,13
HiFan_Botanicals_and_Crudes,SP20304,M17,SA01A,SA01A,10.0,mg_mL,17,13
HiFan_Botanicals_and_Crudes,SP20304,M18,CYTISINE(LABURNIN),CYTISINE(LABURNIN),10.0,mM,18,13
HiFan_Botanicals_and_Crudes,SP20304,M19,QA01A,QA01A,10.0,mg_mL,19,13
HiFan_Botanicals_and_Crudes,SP20304,M20,CYSTATHIONINE; L,CYSTATHIONINE;_L,10.0,mM,20,13
HiFan_Botanicals_and_Crudes,SP20304,M21,AS01A,AS01A,10.0,mg_mL,21,13
HiFan_Botanicals_and_Crudes,SP20304,M22,YOHIMBINE HCL,YOHIMBINE_HCL,10.0,mM,22,13
HiFan_Botanicals_and_Crudes,SP20304,N01,LPS_C24,LPS_C24,,,1,14
HiFan_Botanicals_and_Crudes,SP20304,N02,LPS_C23,LPS_C23,,,2,14
