384 Plate ID,Plate Map,Well,Human Readable Name,Catalog No.,MoleculeID,Concentration,Unit,Well X,Well Y,Volume,Barcode,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,,Library
SelleckChem004,SP0138-A,B04,Methylthiouracil,S3138,Methylthiouracil,10,m,4,2,25,192872150,142.18,56-04-2,free base,Others,Methylthiouracil is an antithyroid preparation.,C1(NC(C=C(N1)C)=O)=S,196,http://www.selleckchem.com/products/methylthiouracil.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B05,IOX2,S2919,IOX2,10,m,5,2,25,192947105,352.34,931398-72-0,free base,HIF,IOX2 is a potent inhibitor of HIF-1_ prolyl hydroxylase-2 (PHD2) with IC50 of 21 nM; >100-fold selectivity over JMJD2A; JMJD2C; JMJD2E; JMJD3; or the 2OG oxygenase FIH.,C(CNC(=O)C1C(N(C2C=CC=CC(C=1O)=2)CC3C=CC=CC=3)=O)(=O)O,19,http://www.selleckchem.com/products/iox2.html,Angiogenesis,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B06,Gliquidone,S3151,Gliquidone,10,m,6,2,25,179619158,527.63,33342-05-1,free base,Potassium Channel,Gliquidone is an ATP-sensitive K+ channel antagonist with IC50 of 27.2 nM.,C1(C=CC(=CC=1)CCN2C(C3C=C(C=CC(C(C2=O)(C)C)=3)OC)=O)S(=O)(=O)NC(=O)NC4CCCCC4,199,http://www.selleckchem.com/products/gliquidone.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B07,Pifithrin-_ (PFT_),S2929,Pifithrin-_ (PFT_),10,m,7,2,25,192918145,367.3,63208-82-2,HBr,p53;Autophagy,Pifithrin-_ is an inhibitor of p53; inhibiting p53-dependent transactivation of p53-responsive genes.,C1(CCC2=C(C1)N(C(S2)=N)CC(C3=CC=C(C=C3)C)=O).Br,182,http://www.selleckchem.com/products/pifithrin-alpha.html,Apoptosis,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B08,Ampicillin sodium,S3170,Ampicillin sodium,10,m,8,2,25,179619557,371.39,69-52-3,sodium,Others,Ampicillin is a beta-lactam antibiotic that is part of the aminopenicillin family.,N12([C@H](C(S[C@]([C@@H](C1=O)NC([C@@H](C3C=CC=CC=3)N)=O)2[H])(C)C)C(=O)[O-]).[Na+],99,http://www.selleckchem.com/products/ampicillin-sodium.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B09,Pazopanib,S3012,Pazopanib,10,m,9,2,25,192864579,437.52,444731-52-6,free base,PDGFR;c-Kit;VEGFR,Pazopanib is a novel multi-target inhibitor of VEGFR1; VEGFR2; VEGFR3; PDGFR; FGFR; c-Kit and c-Fms with IC50 of 10 nM; 30 nM; 47 nM; 84 nM; 74 nM; 140 nM and 146 nM; respectively.,C1(C(=CC=C(C=1)NC2N=C(C=CN=2)N(C)C3C=CC4=C(N(N=C(C=3)4)C)C)C)S(=O)(=O)N,201,http://www.selleckchem.com/products/pazopanib.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B10,Flumequine,S3181,Flumequine,10,m,10,2,25,179604064,261.25,42835-25-6,free base,Topoisomerase,Flumequine is a synthetic chemotherapeutic antibiotic; inhibiting topoisomerase II with IC50 of 15 _M.,C12C(C(=CN3C(CCC(=C31)C=C(C=2)F)C)C(=O)O)=O,11,http://www.selleckchem.com/products/flumequine.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B11,Bufexamac,S3023,Bufexamac,10,m,11,2,25,192943030,223.27,2438-72-4,free base,COX,Bufexamac is a COX inhibitor for IFN-_ release with EC50 of 8.9 _M.,C1(C=CC(=CC=1)OCCCC)CC(=O)NO,201,http://www.selleckchem.com/products/bufexamac.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B12,Azlocillin sodium salt,S3195,Azlocillin sodium salt,10,m,12,2,25,179605045,484.48,37091-65-9,sodium,Others,Azlocillin is an acylampicillin with a broad spectrum against bacteria.,N12(C(C(SC(C(C1=O)NC(=O)[C@@H](C3C=CC=CC=3)NC(=O)N4CCNC4=O)2)(C)C)C(=O)O).[Na],200,http://www.selleckchem.com/products/azlocillin-sodium-salt.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B13,Sitaxentan sodium,S3034,Sitaxentan sodium,10,m,13,2,25,181343431,476.89,210421-74-2,free base,Endothelin Receptor,Sitaxentan sodium is a selective endothelin A receptor (ETA) antagonist with IC50 and Ki of 1.4 nM and 0.43 nM; respectively; exhibits 7000-fold selectivity over ETB. Phase 3.,C1(=C(C=CS1)S(=O)(=O)[N-]C2=C(C(=NO2)C)Cl)C(=O)CC3(C=C4OCOC4=CC=3C).[Na+],83,http://www.selleckchem.com/products/sitaxentan-sodium-tbc-11251.html,GPCR & G Protein,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B14,Amidopyrine,S3209,Amidopyrine,10,m,14,2,25,179605347,231.29,58-15-1,free base,Others,Amidopyrine is white crystalline substance used as an analgesic and antipyretic.,N1(N(C(C(=C1C)N(C)C)=O)C2C=CC=CC=2)C,198,http://www.selleckchem.com/products/amidopyrine.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B15,Azilsartan,S3046,Azilsartan,10,m,15,2,25,192866488,456.45,147403-03-0,free base,RAAS,Azilsartan is an angiotensin II type 1 (AT1) receptor antagonist with IC50 of 2.6 nM.,C1(=NC2C(N1CC3C=CC(=CC=3)C4C(=CC=CC=4)C5NOC(N=5)=O)=C(C=CC=2)C(=O)O)OCC,199,http://www.selleckchem.com/products/azilsartan-tak-536.html,Endocrinology & Hormones,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B16,Lithocholic acid,S4003,Lithocholic acid,10,m,16,2,25,179605373,376.57,434-13-9,free base,Others,Lithocholic acid is a toxic secondary bile acid; causes intrahepatic cholestasis; has tumor-promoting activity; its toxic effect can be protected after it activates the vitamin D receptor; PXR and FXR.,[C@@]12([C@]3([C@@]([C@@]4([C@](CC3)(C[C@@H](CC4)O)[H])C)(CC[C@@]1([C@H]([C@@H](CCC(O)=O)C)CC2)C)[H])[H])[H],199,http://www.selleckchem.com/products/lithocholic-acid.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B17,Medetomidine HCl,S3060,Medetomidine HCl,10,m,17,2,25,192925625,236.74,86347-15-1,hydrochloride,Adrenergic Receptor,Medetomidine is a selective _2-adrenoceptor agonist; with Ki of 1.08 nM; exhibts 1620-fold selectivity over _1-adrenoceptor.,C1(=C(C(C)=CC=C1)C)C(C2N=CNC=2)C.Cl,50,http://www.selleckchem.com/products/medetomidine-hcl.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B18,Hyoscyamine,S4014,Hyoscyamine,10,m,18,2,25,179681674,289.37,101-31-5,free base,AChR,Hyoscyamine is an AChR inhibitor with IC50 of 7.5 nM.,C1(CC2N(C(C1)CC2)C)OC([C@@H](C3C=CC=CC=3)CO)=O,200,http://www.selleckchem.com/products/hyoscyamine-daturine.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B19,Vanillin ,S3071,Vanillin ,10,m,19,2,25,192942987,152.15,121-33-5,free base,Others,Vanillin; 4-hydroxy-3-methoxybenzaldehyde; is a food additive.,C(C1C=C(C(=CC=1)O)OC)=O,197.17,http://www.selleckchem.com/products/vanillin.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B20,Procaine HCl,S4023,Procaine HCl,10,m,20,2,25,179618928,272.77,51-05-8,hydrochloride,Sodium Channel,Procaine is an inhibitor of sodium channel; NMDA receptor and nAChR with IC50 of 60 _M; 0.296 mM and 45.5 _M; which is also an inhibitor of 5-HT3 with KD of 1.7 _M.,C1(C(OCCN(CC)CC)=O)(C=CC(=CC=1)N).Cl,201,http://www.selleckchem.com/products/procaine-novocaine-hcl.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B21,Indacaterol Maleate,S3083,Indacaterol Maleate,10,m,21,2,25,192927544,508.56,753498-25-8,maleate,Adrenergic Receptor,Indacaterol is an ultra-long-acting _-adrenoceptor agonist with pKi of 7.36.,N1(C(C=CC2C(=CC=C(C1=2)O)[C@H](CNC3CC4C=C(C(=CC(C3)=4)CC)CC)O)=O).C(/C(=O)O)=C\C(=O)O,200,http://www.selleckchem.com/products/indacaterol-maleate.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B22,Doxapram HCl,S4037,Doxapram HCl,10,m,22,2,25,179604292,432.98,7081-53-0,hydrochloride,Others,Doxapram HCl inhibits TASK-1; TASK-3; TASK-1/TASK-3 heterodimeric channel function with EC50 of 410 nM; 37 _M; 9 _M; respectively.,C1(C(C(CCN2CCOCC2)CN1CC)(C3=CC=CC=C3)C4=CC=CC=C4)=O.Cl.O,200,http://www.selleckchem.com/products/doxapram-hcl.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B23,LPS_B23,,LPS_B23,,,23,2,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,B24,LPS_B24,,LPS_B24,,,24,2,,,,,,,,,,,,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C03,NU7441 (KU-57788),S2638,NU7441 (KU-57788),10,m,3,3,25,194487928,413.49,503468-95-9,free base,DNA-PK;PI3K,NU7441 is a highly potent and selective DNA-PK inhibitor with IC50 of 14 nM and also inhibits PI3K with IC50 of 5 _M.,C1=C(OC2=C(C1=O)C=CC=C2C3=CC=CC4=C3SC5=C4C=CC=C5)N6CCOCC6,7.26,http://www.selleckchem.com/products/nu7441.html,DNA Damage,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C04,GW4064,S2782,GW4064,10,m,4,3,25,179712750,542.84,278779-30-9,free base,FXR,GW4064 is an agonist of farnesoid X receptor (FXR) with EC50 of 65 nM.,C1=CC=C(C=C1C(=O)O)/C=C/C2=C(C=C(C=C2)OCC3C(=NOC=3C(C)C)C4=C(C=CC=C4Cl)Cl)Cl,200,http://www.selleckchem.com/products/gw-4064.html,Others,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C05,WAY-100635 Maleate,S2663,WAY-100635 Maleate,10,m,5,3,25,192917686,538.64,1092679-51-0,hydrochloride,5-HT Receptor,WAY 100635 is a potent and selective 5-HT1A receptor agonist with pIC50 of 8.87; exhibits >100-fold selectivity against other 5-HT receptor subtypes and major neurotransmitter receptors.,C1(N2CCN(CC2)CCN(C3=CC=CC=N3)C(C4CCCCC4)=O)(=C(C=CC=C1)OC).Cl.Cl.Cl,157,http://www.selleckchem.com/products/way-100635.html,Neuronal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C06,Torcetrapib,S2792,Torcetrapib,10,m,6,3,25,179766924,600.47,262352-17-0,free base,CETP,Torcetrapib is a CETP inhibitor with IC50 of 37 nM; elevates HDL-C and reduces nonHDL-C in plasma. Phase 3.,C12=C(N([C@@H](C[C@H]1N(C(=O)OC)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC)C(OCC)=O)C=CC(=C2)C(F)(F)F,199,http://www.selleckchem.com/products/torcetrapib-cp-529414.html,Metabolism,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C07,Trametinib (GSK1120212),S2673,Trametinib (GSK1120212),10,m,7,3,25,179619047,615.39,871700-17-3,free base,MEK,Trametinib (GSK1120212) is a highly specific and potent MEK1/2 inhibitor with IC50 of 0.92 nM/1.8 nM; no inhibition of the kinase activities of c-Raf; B-Raf; ERK1/2. Phase 3.,C1(N(C(=C2C(=C1C)N(C(N(C2=O)C3CC3)=O)C4=CC(=CC=C4)NC(C)=O)NC5=CC=C(C=C5F)I)C)=O,162,http://www.selleckchem.com/products/gsk1120212-(jtp-74057).html,MAPK,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C08,CEP-33779,S2806,CEP-33779,10,m,8,3,25,179702477,462.57,1257704-57-6,free base,JAK,CEP33779 is a selective JAK2 inhibitor with IC50 of 1.8 nM; >40- and >800-fold versus JAK1 and TYK2.,C1(=CC=CC(=C1)NC2N=C3N(N=2)C=CC=C3C4=CC=C(C=C4)S(=O)(C)=O)N5CCN(CC5)C,201,http://www.selleckchem.com/products/cep33779.html,JAK/STAT,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C09,KW-2478,S2685,KW-2478,10,m,9,3,25,192917124,574.66,819812-04-9,free base,HSP (e.g. HSP90),KW-2478 is a nonansamycin HSP90 inhibitor with IC50 of 3.8 nM. Phase 1/2,C1=C(C(=C(C(=C1O)C(C2=CC=C(C(=C2)OC)OCCN3CCOCC3)=O)CC(N(CCOC)CCOC)=O)CC)O,200,http://www.selleckchem.com/products/kw-2478.html,Cytoskeletal Signaling,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C10,Tyrphostin AG 879,S2816,Tyrphostin AG 879,10,m,10,3,25,194487639,316.46,148741-30-4,free base,HER2,Tyrphostin AG 879 potently inhibits HER2/ErbB2 with IC50 of 1 _M; 100- and 500-fold higher selective to ErbB2 than PDGFR and EGFR.,C(/C(=C/C1C=C(C(=C(C=1)C(C)(C)C)O)C(C)(C)C)C#N)(N)=S,113,http://www.selleckchem.com/products/tyrphostin-ag-879-ag-879.html,Protein Tyrosine Kinase,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C11,Resminostat,S2693,Resminostat,10,m,11,3,25,192893001,349.4,864814-88-0,free base,HDAC,Resminostat dose-dependently and selectively inhibits HDAC1/3/6 with IC50 of 42.5 nM/50.1 nM/71.8 nM; less potent to HDAC8 with IC50 of 877 nM.,C1=C(C=CC(=C1)CN(C)C)S(N2C=CC(=C2)/C=C/C(NO)=O)(=O)=O,200,http://www.selleckchem.com/products/resminostat-ras2410.html,Epigenetics,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C12,ML133 HCl,S2825,ML133 HCl,10,m,12,3,25,192919571,313.82,1222781-70-5,hydrochloride,Potassium Channel,ML133 is a selective potassium channel inhibitor for Kir2.1 with IC50 of 1.8 _M (pH 7.4) and 290 nM (pH 8.5); has no effect on Kir1.1 and weak activity for Kir4.1 and Kir7.1.,C1(=CC2=C(C=C1)C(=CC=C2)CNCC3=CC=C(C=C3)OC).Cl,200,http://www.selleckchem.com/products/Ml-133-hcl.html,Transmembrane Transporters,,L1700-Selleck-Bioactive-Compound-Library
SelleckChem004,SP0138-A,C13,YO-01027,S2711,YO-01027,10,m,13,3,25,192953340,463.48,209984-56-5,free base,Gamma-secretase,YO-01027 (Dibenzazepine; DBZ) is a dipeptidic _-secretase inhibitor with IC50 of 2.6 nM and 2.9 nM for APPL and Notch cleavage; respectively.,C1(=CC(=CC(=C1)CC(N[C@H](C(N[C@H]2C3=C(C4=C(N(C2=O)C)C=CC=C4)C=CC=C3)=O)C)=O)F)F,200,http://www.selleckchem.com/products/yo-01027.html,Proteases,,L1700-Selleck-Bioactive-Compound-Library
